author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Jamie,/gp/profile/amzn1.account.AFJ7QCSPHNWQ6JOGPTL6V2NBHX6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=11,3.0 out of 5 stars,"Old battery wouldn't charge at all anymore. This one does so that's a plus. It's only good for around 90 minutes a charge though, less if dvd drive is running. 2 previous batteries were good for 2+ hours, when new.",Works better than a dead battery,Verified Purchase,,48,89,3287694,Public
june,/gp/profile/amzn1.account.AEXOJASET7IQA3NGZ3IZ77DEH6FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,This battery is doing good if it holds a charge for one hour.I would not recommend.,battery charge is a big disappointment,Verified Purchase,2 people found this helpful,6,24,9659003,Public
dnp,/gp/profile/amzn1.account.AF4MUJHODKGZNBQ7UWSVLDNGYP4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,2.0 out of 5 stars,"Although I purchase the battery a year ago, just recently tried to operate my laptop without the plug at a coffee shop. Even though it showed fully charged, within 5 minutes, my laptop will cut off and wont cut back on through battery power. When I plug it to cut it back on, it will show that the battery had dropped to 7%, and miraculously would be fully charged in a few minutes. That's not normal in my opinion. Beware should you purchase.",Horrible battery life,Verified Purchase,,3,7,30946100,Public
me,/gp/profile/amzn1.account.AF6KAI7VYYTSLZFUBFC4XFXFONYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"DV6-3000 is listed as compatible, it isn't, about 4"" too short. My advice... pull the number straight off your battery and search for that as opposed to laptop model like I did.Couldn't use it so can't remark on its usability.",Wrong size,Verified Purchase,,411,275,73528,Public
Sharon L Turner,/gp/profile/amzn1.account.AEZJHOQ326SRUZFEYK5FW53XESFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,2.0 out of 5 stars,"It worked fine for the first two months, then when three months old it no longer wanted to take a charge.  Three months is very poor battery life, because the original HP battery lasted six years.  I do not recommend this brand, especially when there are many other brands to choose from.",New Battery Only Lasted Two Months,Verified Purchase,One person found this helpful,2,5,23185661,Public
*Hobby*,/gp/profile/amzn1.account.AG7273KQR7DMSQEB6BNQM62IJLQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,4.0 out of 5 stars,Too soon to really apprise the longevity or  battery life so I set them as 3 stars. The battery was very easy to install as it was a perfect fit. New battery resolved the message about low battery capacity.,Nice-Fitting Compatible Battery,Verified Purchase,,887,193,79019591,Public
Daniel,/gp/profile/amzn1.account.AGYZAAKEB6XAWYQPNLM5RRJLA6WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,Died permanently on the second day of use. Charge dropped from 70 to 0 instantly as soon as the cooling fan kicked on when I opened a game. Laptop no longer recognized that there was a battery attached. I have reordered to make sure I didn't just get a dud. Will update once new battery arrives.,Garbage,Verified Purchase,,12,18,14894006,Public
Guy M,/gp/profile/amzn1.account.AHEASMM6YF2YVSWNVKZZG4BANKUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,"Saved another working laptop from the landfill. The old laptop with the new battery is hardly state-of-the-art, but perfectly usable for non-critical stuff. It's too early to accurately rate longevity yet.",Perfect replacement,Verified Purchase,,100,76,952725,Public
BookAngelRV,/gp/profile/amzn1.account.AELFL345XQV5RAGKGBH73LQBYFQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,I bought this for my son's laptop. The original battery was at it's end of life and wouldn't stay charged. This fit perfectly and stays charged. He is able to unplug and work on his laptop again. Thanks!,Good replacement,Verified Purchase,,188,146,7595172,Public
Sahar Abu-khalaf,/gp/profile/amzn1.account.AGB2RBI5OOW7RF4EMUF4POPXBD3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"The wrong battery was sent. The description states that it the battery is compatible with the DV6000 model, and it is not. The prongs aren't aligned with where they should be, and the battery was much smaller.",Not DV6000 compatible,Verified Purchase,,186,81,97393,Public
Geo9920,/gp/profile/amzn1.account.AGBIBGO2WNH6B6SLLVOODORAPQYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"This battery does not hold a charge in my HP Pavilion laptop.  After fully charging for 24 hrs, following purchase and installation, I began to notice that little by little it was losing a charge WHILE PLUGGED IN!",This battery does not hold a charge,Verified Purchase,One person found this helpful,11,12,11196122,Public
Jas,/gp/profile/amzn1.account.AFM4VDXOCGA5PBHP73IMQW2GXWWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,Fit very well to be an aftermarket battery. Has a decent battery life off of a single charge. It’s worth the investment. The price is reasonable and what you get is a solid battery sure to get you back into the groove with your PC.,"Great Value, Great Price!",Verified Purchase,,97,48,880388,Public
J. Miller,/gp/profile/amzn1.account.AFSVGZC7OE4BJYB3K4PACW7MZ2VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,2.0 out of 5 stars,"This was inexpensive, but you get what you pay for. Fully charged this battery will last about 1 hour doing normal daily work. I would suggest trying another brand if you want extended battery life.",Short battery life,Verified Purchase,,176,89,78534096,Public
Jon Zucker,/gp/profile/amzn1.account.AFBMD6IENMLKIHVOVBWX3CKSZJBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,2.0 out of 5 stars,"Although it does work and, when fully charged, powers my laptop for a couple of hours, it doesn't interact well with my operating system's (Windows 10)  monitor. The ""time left"" number jumps around wildly. Worst of all, when it gets too low, instead of popping up the warning to ""plug in now"" it simply shuts down with no warning at all. End result -- I have to keep my laptop plugged in to make sure I don't unexpectedly lose power. Kinda defeats the purpose of having a battery.",Doesn't play well with others,Verified Purchase,,3,4,20497136,Public
Kathleen D.,/gp/profile/amzn1.account.AGEAIWC2UERFYJU6K5BCLE7WOGXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,"This battery provided a long life for my old laptop!Your battery saved the last six years of my life -- as my laptop died without warning and I risked loosing everything important on paper (taxes, emails, pictures, bank information, etc.).I couldn't be more grateful than I am already--Thank you!",Great Battery!,Verified Purchase,,6,31,3247567,Public
Alan,/gp/profile/amzn1.account.AGYF3RCJKGTGZ4Q7UGS5S3J4IL3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,Customer service at AC Doctor replaced this item 3 times in an attempt to solve problem without success. The Pavilion g7 laptop can not be turned on when the battery was installed.  Some batteries functioned properly for several days but ultimately failed within the first week of use.  Purchased a battery from Futurebatt which  functioned properly.  AC Doctor's customer service promptly replaced the battery but none of their batteries functioned properly. Replacement was purchased from alternative supplier.,Battery does not function properly,Verified Purchase,,0,2,62593673,Public
Sue H,/gp/profile/amzn1.account.AEOFGHUDIM3KJ2TBGW7MO4Z2GITA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,2.0 out of 5 stars,Purchased this battery for my husband who just informed me he has to remove and replace every time he starts his computer.  Too late to return so guess I will buy another one which I hope works.,Doesn't work,Verified Purchase,,37,65,78815238,Public
Iatros,/gp/profile/amzn1.account.AH5XVO7UOSHXGXULMEWI5MWGQGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,"This battery is a perfect fit for replacement of the original HP battery in our laptop.  So far, it has functioned well, but I admit that we don't often use the computer off AC power.  I don't really know about battery life and longevity, yet.",Nice Replacement Battery,Verified Purchase,,197,255,116268,Public
Blessed,/gp/profile/amzn1.account.AE3BICFAKZC6QEXUP2HWB667BPWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,2.0 out of 5 stars,In August purchased my second battery it is now showing bad. Will try and recalibrate as suggested but it doesn't seem to stand up. I don't believe 5 months speaks well for this battery. Try someone else.,Not good choice,Verified Purchase,,6,39,9431096,Public
Hector Gutierrez,/gp/profile/amzn1.account.AGOV3DEBMLY4RADC3JUDPCKSA2WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,Was sent the wrong battery would not fit in my computer slot also the connection opposite position for power,Won’t work for hp G60,Verified Purchase,One person found this helpful,2,27,5894322,Public
lowtech,/gp/profile/amzn1.account.AFZ2W37S7RS3MSSKSKWWT7EBYH5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,Battery quit taking charge after 6 weeks use. Charger is good. Supposed to have year warranty. Seller email not valid according to Amazon when I tried to contact them.,Won't charge after 6 weeks use.,Verified Purchase,One person found this helpful,12,17,3279546,Public
C,/gp/profile/amzn1.account.AG2G7ZEASALYQFS3BA4FYG7RFLFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=14,3.0 out of 5 stars,"Struggled for quite some time to get the battery fully charged. Needed to use a bigger power supply than what came with the computer, which was concerning. It does hold charge and work to some degree.","Works, but not great",Verified Purchase,,4,59,62593673,Public
Jeremy,/gp/profile/amzn1.account.AGPQTU5MWULM5CSTIEQGJNEB624Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 30, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=14,1.0 out of 5 stars,Keeps falling out. Battery is not recognized by HP Legacy BIOS as being charged and comes up as faulty. Inside of any OS I boot it will only go up to 1% after a few hours. Contacting seller. This one is faulty.,Hopefully this was just a faulty battery,Verified Purchase,,193,32,215363,Public
Tripley,/gp/profile/amzn1.account.AHXGPNFTA3HYIZFKN27UUYATOD4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"I am giving this 5 stars, even though I ordered the wrong one.  It looked similar to the dead one, except I didn't  pay attention to the  VERY IMPORTANT connection areas. The  battery did come in on time.  MY BAD.",almost but not quite,Verified Purchase,,45,31,654962,Public
Kindle Customer,/gp/profile/amzn1.account.AE5MET2QW5PKT46KTJMAL3Z46XNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,I brought this battery to replace the one that was in my computer that needed replacement because of aging. It fit perfectly and works. Just brought it so I don’t know about the longevity and battery life.,Replacement battery for computer,Verified Purchase,,5,32,15352892,Public
