author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Amazon Customer,amzn1.account.AGOGRUQOTWPW5RBCW6JF2YRF2BWA/,"Reviewed in the United States on December 18, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Fit furnace perfectly and easy to install,Furnace Filter,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,
pet shop 1,amzn1.account.AEDDGBCTX5D3VQR5UEZ7ML4XG3GQ/,"Reviewed in the United States on December 30, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Right item, fair price, quick delivery","Right item, fair price, quick delivery",Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Charles R,amzn1.account.AF2DNKJW7DCWTAHQWB72RHYTGB6Q/,"Reviewed in the United States on November 2, 2020",1,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Used for a year now in a conversion kit and seems to work well and much nicer not having to deal with the old pleat dividers.,Good filter in the conversion kit.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Bruce,amzn1.account.AE4Q425OD33CVA3KR4WCCR3CMCQQ/,"Reviewed in the United States on May 12, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"This is the same filter that came with my Trane unit.  It appears to be OEM and is considerably less money here than what my A/C guy wanted me to pay.  As far as filters go, this one gets the job done.  It is considerably thicker than the traditional filter and has a larger surface area than most.  I'm very glad that my new system uses this filter.",Great filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,2 people found this helpful
Tim Brown,amzn1.account.AEUW35WUT3V7R7AIRTJGOBAWS6HQ/,"Reviewed in the United States on January 1, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Aprilaire is just the best.  Fair price but this filter is a homeowners dream (if they are a bit OCD).  I was an HVAC tech and attended some product presentations.  Just bought a whole house dehumidifier and already have the steam humidifier.  Aprilaire stands behind their products.,Aprilaire is just the best. Fair price but this filter is a homeowners ...,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Luna,amzn1.account.AGLCXQIZDUCS4E3ZV3SUAAMWTAQQ/,"Reviewed in the United States on April 11, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,As described.  Cheaper than local stores,Cheaper than local stores.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Richard Jones,amzn1.account.AF5OTZS4X4MB3IWHBGGSZWRG2A5Q/,"Reviewed in the United States on March 31, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Furnace/ac filter was easy to install,Easy to use,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Rose,amzn1.account.AHCGH7XLDZCA3NRHTARMXB47GJEQ/,"Reviewed in the United States on January 23, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,1.0 out of 5 stars,The description says PK of 2. I only received 1. Where is the other one?,says you are purching a PK of 2,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,One person found this helpful
Jefferson A. Campbell,amzn1.account.AEYPR3RMBRB43TWXQV75NC7HP5WA/,"Reviewed in the United States on May 31, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,Love the Aprilaire filter.. Just had new AC installed and had another unit installed,Great filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Aken,amzn1.account.AFNJ5MS6FJSJZDNTUQVJ7EAKBMHA/,"Reviewed in the United States on October 24, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,1.0 out of 5 stars,Suction kept collapsing filter. Not strong enough.,Not strong enough,Style: 210 CLEAN AIRSize: Pro Pack (8)Verified Purchase,
Michael I.,amzn1.account.AFOTZR5ENHIODPUXHEA7JJBPYNHQ/,"Reviewed in the United States on March 2, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Easy to install, good value","Great value, easy to install",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
only1victoria,amzn1.account.AGXZO6F4VRQSPXBUGGGGFHIRFIOA/,"Reviewed in the United States on June 13, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Easy to install, great quality at a good price.",Good product,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Smart Buy,amzn1.account.AFDAOTP67DCHLABUJLB5DJ37MERQ/,"Reviewed in the United States on September 29, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Easy to install.......it's a filter.....not much to it.,Nice.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Mr. B,amzn1.account.AFJBGWP5BA2MVGK5WR6GIXGY5FLA/,"Reviewed in the United States on April 12, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,"The filter material pulls away from the frame and pancakes to the bottom, leaving us with absolutely no filtration. When we discovered what had happened (during routine HVAC service/inspection), we tried gluing it back together, but no soap. Then tried tying the filter to the frame. Worked a little but had sagging. Good price, extremely poor (or no), performance! The search continues.",DO NOT BUY THESE FILTERS,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
Terry,amzn1.account.AH4FL5B7PNBFFZ7HFMQSOC6KAVVQ/,"Reviewed in the United States on October 15, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Great product super fast shipping highly recommend,Great filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
p sumlin,amzn1.account.AGR4BDQYEZ2XPLIKBSOKCLJ7FBZA/,"Reviewed in the United States on May 10, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Need them gotta have them,Good filters,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Value Pack (2)Verified Purchase",
drewby,amzn1.account.AFE3H4PTMLIPUSCH4BP6LF5E4UVA/,"Reviewed in the United States on December 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,These filter are expensive any where you look.,Tricky to install,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Ken Crawford,amzn1.account.AG5PTPVLPYW6KPX7AS4UET2KKCSA/,"Reviewed in the United States on December 5, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,works as the old one did good filters,good filter,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
RainNW,amzn1.account.AFUE52HUSJZYTZMMNXNRKUGEJ67Q/,"Reviewed in the United States on October 9, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"We have now purchased two Aprilaire 213 filters off Amazon. Both were new, and with the most recent construction. Definitely a lot cheaper than the usual filter sources. We will be buying these here going forward.","Fits well, good construction",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Bazmon,amzn1.account.AFBICWKQKT4BTLQA62FXTRJ2GNWQ/,"Reviewed in the United States on December 20, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,Good product but so overpriced,Good product but so overpriced,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Tyler Mosier,amzn1.account.AG6RV6BIZ27Q35ITHRDHE2TOZELQ/,"Reviewed in the United States on March 13, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Perfect fit works well,100%,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Lance,amzn1.account.AFS47D5IZF2X2PLINYK2SZBZ74ZQ/,"Reviewed in the United States on October 19, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent product from Aprilaire, exact replacement filter. Easy and fast installation. Thanks Amazon for fast 1 day delivery !!!",Exact OEM filter,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
MikeB,amzn1.account.AEZIDCCOOIRDNPCPDXQOW4JYMWPQ/,"Reviewed in the United States on May 14, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,1.0 out of 5 stars,"I bought a 2-pack of these filters in 2013.  I installed the first one in Spring 2014, and when I checked it in the fall, I saw where it had come unglued at one end and collapsed!  I replaced it with the second filter, and when I checked it a few months later, the same thing had happened.  I ended up buying a different type of filter from a local HVAC company.  They told me the problem I had with these Aprilaire filters is very common. Terrible product and a 100% waste of hard-earned money!  I would have posted this earlier, but just now remembered where I had purchased them.",Terrible product and a 100% waste of hard-earned money,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,12 people found this helpful
Fogelbergfan,amzn1.account.AG4I6437LL6XTNVVTMFVOJNCQIIQ/,"Reviewed in the United States on March 30, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Very Good quality air flow filter for central heating and air conditioning units. This filter and brand was recommended to me and I only have to replace it once a year. I highly recommend. 👍🏆,Great Quality Air Filter and Last a Long Time.,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
S. Shepard,amzn1.account.AHSPCX7463INPIMBSCNKL3UTRNWQ/,"Reviewed in the United States on October 20, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Got these in quickly. Very satisfied. Plus I didn't have to shop around anymore looking for them. Now they come right to my door.,Works for me!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Digital Camera Guy,amzn1.account.AHVETUO2UZC4HHQHB5W7UFOXB36A/,"Reviewed in the United States on February 7, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"I installed the upgrade kit on my system to use this filter instead of the original.  It is so much nicer to install than the old filter which had about 20 ""fingers"" that had to be put in between each pleat of the filter.  This one hooks on the top and bottom and then slides in.  Also, it seems to be picking up more dust from the air as I have to replace it about twice as often based on how dirty it gets.",Does better job over previous filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,2 people found this helpful
WJD3RD,amzn1.account.AE3CBNXTNQLCLPU7CJZA7IWZZWAQ/,"Reviewed in the United States on October 6, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Filtration is much better than the old style systems,Good value,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Teri  Hogan,amzn1.account.AEGYWL3SN2CA7T2XTKKE7JQACBSQ/,"Reviewed in the United States on July 31, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"I buy this filter once a year.  At first, I thought it was expensive but when I considered that I replaced an ordinary HVAC filter once a month, it all worked out to my advantage.  And speaking of working, this baby does a jam-up job!",Bang for the Buck,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Michele,amzn1.account.AFE3KDBBTKOJCTTRJZOA5ZE773AA/,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Easy to install,Easy to install,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Deborah A. Banas,amzn1.account.AFHHMU5IJ64M24HLVF7WR5UEAGCA/,"Reviewed in the United States on January 14, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Much cheaper than buying thru HVAC company-works well. Lasts 6 mo. between changes and filters out dust and pollen well,OEM-Recommended by technician I trust,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
SSKoFTW-Texas,amzn1.account.AFYFTDJA6XTVN4CXSXAVGLPGQBIA/,"Reviewed in the United States on June 12, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Well made... Perfect fit,OEM part,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Roy K.,amzn1.account.AHT5MRFRLIWQGGOGOLPRKQ6H7ZXA/,"Reviewed in the United States on February 1, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,1.0 out of 5 stars,"Package had been resealed.  Some of the pleats were wrinkled and there was some dirt on one side of it.  I am not sure if the package was damaged or if it was a used/repackaged item.  I have ordered this item before with no problems, but I was disappointed this time.",Repackaged Item?,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,4 people found this helpful
