author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Allison,/gp/profile/amzn1.account.AHZLIUBZ7CCUQ6ZBS3G246DKG4RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,"Some of the bags were popped open, stale, none of the bags of popcorn were fresh. Sucks cause I thought it was going to be a great for the kids and most of them were wasted",Kinda disappointed ☹️,Flavor Name: Classic MixVerified Purchase,,
tysweetpea,/gp/profile/amzn1.account.AGII6FNHITFG4TURSDIXFCRI3FSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Great variety of snack packs. I do not know what it is but the doritos do not taste the same as it does in the big bags. Not as flavorful. But everything else was good!,Same product different taste,Flavor Name: Classic MixVerified Purchase,,
M&M,/gp/profile/amzn1.account.AH3CO6TBZTJSM4Y7BRU6SISY2XJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,EXPIRED!! These arrived just in a box not a sealed bag. When I went to open the chips they were stale and I looked at the date - April 2020. Not fresh at all.,EXPIRED,Flavor Name: Classic MixVerified Purchase,2 people found this helpful,
Jayden,/gp/profile/amzn1.account.AET5G3G7BH5RFRD6S2DNETH33S4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,I was very hopeful for this item and that there would be no issues. I have ordered this item twice thinking that the first time they came crushed was just a fluke. So I ordered them again but this time they also came damaged. Customer service was fantastic and helped to solve the issue. This product is a great value and very convenient. I just wish they have come not in pieces.,Chips came damaged but overall a great product,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Bugs Bunny,/gp/profile/amzn1.account.AFYR5ONK46PSAOTASNP7DAII4PVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,2.0 out of 5 stars,"Arrive on time, but all are expired in within a month or two.  No wonder they a bit cheaper.",Yes & No,Flavor Name: Classic MixVerified Purchase,,
D Preston 26,/gp/profile/amzn1.account.AFDU53RF5E55VJZAXVLIWKE6LV5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,"The Doritos did not taste right, and the others were a little stall. I was looking forward to having some nice size snacks in the house. They were ok not great.",A little old,Flavor Name: Classic MixVerified Purchase,,
Kindle CustomerAngie Melon,/gp/profile/amzn1.account.AEKOVLS4LKCOPUV5LDGLHCILUL7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2019",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,This product was delivered 4/28/2019. I still had a bag and found that expiration date was 4/23/2019.The product tasted fresh but that's not the point. I didn't pay $ 12 and change for an expired product.Someone Is not rotating the merchandise and NOT doing their job.,Expired merchandise.,Flavor Name: Classic MixVerified Purchase,,
J.W.,/gp/profile/amzn1.account.AHGY7EFR5TWE7VQFR7KCDBSVDNCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,Have these set up on my subscribe and save - they're nice for bringing to the pool or packing in lunches. My July order had an expiration date for 8/31. My August order also had an expiration of 8/31. I know that chips don't stay fresh forever but feel like less than a month isn't acceptable. Something to consider,Close to expiring,Flavor Name: Classic MixVerified Purchase,,
Will,/gp/profile/amzn1.account.AEILDVZGDIESHODCCCM4BGXKYFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,Thought it was just Mr for a while there. But this was the 3rd box that tasted funny so I kept track of the expiration dates on the bags instead of blindly eating them. These chips have already expired or will expire in a week. I will be canceling my subribe and save for these.,Expired chips,Flavor Name: Classic MixVerified Purchase,,
Marl,/gp/profile/amzn1.account.AGATAAI7Y6AQ3VGWTQRNICIT7YCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"These chips are addicting and so good but they have nothing but artificial ingredients & certain sugars that will keep you addicted and wanting more. Over time diabetes will occur. I am one of the few that escaped the abuse of the junk food monsters and I hate to see people getting brainwashed and feeding their young children these types of snacks. ""moderation"" is BS when it comes to this, don't BS your health.",Diabetes,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AH4TDZMQWLWGAUMYIFCPDF4JREFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,Absolutely horrible!  DONT BUY!!! These have been in the warehouse so long expiration is not even a month away! Extremely stale and possible mold!,DONT DO IT!,Flavor Name: Classic MixVerified Purchase,,
Maggie Giles,/gp/profile/amzn1.account.AHPGBP36V2QWO2HJ4TSMVVFECD6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,I ordered these items through subscribe and save which comes at the end of every month. Sad that my deliver date is the 30/31st and the freshness date is the 1st of the following month. Not cool at all.,Fresh date not so fresh,Flavor Name: Classic MixVerified Purchase,,
CelticRedDragon,/gp/profile/amzn1.account.AHDHEY2HC2YL7HSBC4B6D2P3WNTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,The only chips in this pack that didn't taste stale were the spicy sweet chili doritos.  Don't think I'm going to order this again.,A Dud,Flavor Name: Bold MixVerified Purchase,2 people found this helpful,
EastWind,/gp/profile/amzn1.account.AHDXIUN7YPLRIYTNKBBCO5RCIRVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"When I ordered this, the product info shows pack of 2, but I received only one, then I double check the product page, the ""pack of 2"" disappeared.",Pack of 2???,Flavor Name: Classic MixVerified Purchase,,
Kristi,/gp/profile/amzn1.account.AFPQFYH2F7NIVOP76IYZ3YPUBXHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,Amazon ships these so bad they are all crumbs but the actually chips themselves taste ok. The portions are too small for adults but okay for kids lunches.,Good chips but Amazon usually damages the,Flavor Name: Classic MixVerified Purchase,,
Madness,/gp/profile/amzn1.account.AEDOG27SI7RILJFCAUKFRUOE2EGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,"We have purchased this product a few times, but today decided to count the packs of chips and found there were 34 rather than 35.  May be an honest mistake, but will count future orders to make sure we are not short changed, again.",Short Changed,Flavor Name: Classic MixVerified Purchase,,
Sunny,/gp/profile/amzn1.account.AECCOWNSSGAF4UJM4BIEYMS7BP4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,"Great selection, but the expiration date was very soon. Will not purchase again.",Not the best,Flavor Name: Classic MixVerified Purchase,,
Hector,/gp/profile/amzn1.account.AFK47HJKKFCKVJPRIKNPSRUOTBQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,This was for my granddaughter and as far as I know she love the size and the variety.,Good choice,Flavor Name: Big Bag Flavor MixVerified Purchase,,
John L,/gp/profile/amzn1.account.AFYG2MABMDJAQMCRRGMIJMCZYRUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,They arrived on July 14 and the freshness date on the bags was the same date. Disappointing as I would expect to get fresh product.,Received expired chips,Flavor Name: Classic MixVerified Purchase,,
Shopgirl423,/gp/profile/amzn1.account.AGYEKXTBZLUCFTIYFXG6HIOHRTJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2019",5,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"Giving this 1 star since 2 bags were open and over half of them had no air in them. I could see puncture marks in some of them where the air was coming out. Normally this isn’t the case, but NOT this time.",VERY DISAPPOINTED! Taking this off my subscribe & Save!,Flavor Name: Classic MixVerified Purchase,,
Robert,/gp/profile/amzn1.account.AGRTWI2I3FNFE7JIVXV4T7M52ZEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,So far every bag is stale. They all expire at the beginning of January... if I could give 0 stars I would. So disappointed.,About to expire.,Flavor Name: Classic MixVerified Purchase,2 people found this helpful,
Cynthia G.,/gp/profile/amzn1.account.AEYWS5SZAYOZC5KQ3PKEOAVXYMEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,2.0 out of 5 stars,"I ordered these under Subscribe and Save because they're a good price. The two times I've ordered, they were less than a month before expiration. Who eats 35 bags of chips in less than a month? The waste negates the savings.",Check expiration dates as soon as they arrive,Flavor Name: Classic MixVerified Purchase,,
Opas C5,/gp/profile/amzn1.account.AGWQ7NM5WI75G6WZAPU2RRQBYA4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,All good in box nothing opened or damaged. ordered in February good till April fresh and good.,All good and fresh,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Mike B.,/gp/profile/amzn1.account.AFG7BEGU7GVWIEKUXVS24ACGT6NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Great product and kids loved the variety.  Good size bag for snacks and lunches.  Love having it deliver versus having to handle it from the store.  I always receive the same freshness dates as I see in the stores.  I will definitely continue to order.,Kids love this and super convenient,Flavor Name: Classic MixVerified Purchase,,
TMC,/gp/profile/amzn1.account.AFJTYOG4BPGQOVMYEJYHBWXR7WQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,"I needed to get Spicy Hot Cheetos for my teen's quaren-teen birthday and was glad to get them in a box with Fritos, Doritos,  and the others but I wished I'd looked at the flavors because they're all a little funky. So now we have a bunch of rejected other flavors like Jalapeño and Chili Cheese and Vinegar and Salt.",Didn't read the flavors - just looked quickly at the packages,Flavor Name: Bold MixVerified Purchase,,
Rhonda Williams,/gp/profile/amzn1.account.AGIXIKOAZSLKDUSQPJ7NANJ5BGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,2.0 out of 5 stars,I orginally rated this purchase 5 🌟 because I was so excited to surprise my son who is away in college. It was also a great price.Last week I asked my son how many bags did he have left because I was going to order again. He told me he finished all of them before the end of January because they only had about 1 1/2 weeks before expiration date!! I was not happy!!😕,PLEASE CHECK EXPIRATION DATES BEFORE SHIPPING!!,Flavor Name: Classic MixVerified Purchase,,
tommysts,/gp/profile/amzn1.account.AF3ZFLV4UZXIND2QDC6GHE45S53A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,3.0 out of 5 stars,The box wasn't as full as it normally is.  If not as full next time we will cancel this item on the pantry list.  We should have take a picture of it.,Our box was missing about a third of the order,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AFXLRI5ZKTG4YOVD7Y4HOREK5MDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,1.0 out of 5 stars,I was  so happy to come  across  these as my three kids love  these to snack on however  a few was opened  in the box and there was only a 30 count not 35 and when you have 3 kids those other  5 count ....,The count was not as reviewed  35 it was only 30,Flavor Name: Classic MixVerified Purchase,,
FrankieJoe,/gp/profile/amzn1.account.AE7DL7QZZCWRZVUF2APGINGLBS6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I thought these were going to be small individual bags. But I guess I read it wrong. They are four bags of chips. Pretty good for the prices and the freshness!!,Pleasantly surprised,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Linda S,/gp/profile/amzn1.account.AFHVR46MVRZ5FYXAKESTMVXAZHZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,1.0 out of 5 stars,Ordered 35 and received 34! Need for memorial for Sunday.,Count off,Flavor Name: Classic MixVerified Purchase,,
