author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
Vicki,/gp/profile/amzn1.account.AESQERMDEAQEFUDUQJ2EMKQKPF2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"Love love this game, play it everyday.",candy crush,Verified Purchase,,,,20,43,Public,11196327
sailtrkr,/gp/profile/amzn1.account.AGBBVRHRTNXJ4OTF6RWXLWN64NSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,This is the most addictive game ever. Everyone we know who plays it seems to be playing it all the time. We totally enjoy the game.,addictive,Verified Purchase,One person found this helpful,,,9,23,Public,14499478
Marilyn Adams,/gp/profile/amzn1.account.AFX5APH77LAGNA3FEAE3KA5PZ6UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Fun game,Five Stars,Verified Purchase,,,,67,221,Public,1731745
Courtney Domagala,/gp/profile/amzn1.account.AH75TNAT3XNMBMGK3XDY7DUFY7FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,Hate having to pay or wait to continue. Feel that is a ripoff....what a moneymakers for them........  The positive.......its a fun game,Thanks for the free game......not.,Verified Purchase,2 people found this helpful,,,2,10,Public,35339220
Susan Pelton,/gp/profile/amzn1.account.AEYSJJ6BAQOAOWT6SJ6WSEHWIELQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Great game wish it was not connected to facebook,Patches,Verified Purchase,,,,18,20,Public,82955802
D. Wilson,/gp/profile/amzn1.account.AFKRLYUTQ3N5QQTQYMFHR4WSUTJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,I like this game and play on facebook too. It's nice to have a version I can take with me.,Candy Crush Saga,Verified Purchase,,,,114,239,Public,83843386
Sue P,/gp/profile/amzn1.account.AGPWDAZHAGUMS7UC57TIA6YLD3UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,Game is challenging. Lots of fun and many different scenarios.  Great for sharpening your powers of observation. Would recommend to anyone.,Fun Game,Verified Purchase,,,,34,19,Public,4183103
Sue,/gp/profile/amzn1.account.AFKXOCQ43P5ZUTMKHT4ZXKDVK3RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,It is a lot of fun.  It is a challenge.  Time really. Flies by.  Enjoying the different levels.  Thanks for the game.,Fun game,Verified Purchase,One person found this helpful,,,12,20,Public,11444972
Mike Parks,/gp/profile/amzn1.account.AHBLIUUGLBBFHUTLLQZRGWGY663A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Love the game. I recommend it for everybody.I play this game on Facebook and I am happy to be able to finally get to play it on the kindle fire.,AWESOME,Verified Purchase,One person found this helpful,,,2,4,Public,63908995
Melvin Seamans,/gp/profile/amzn1.account.AFRGPZESMYVTYJ3CL6D7NP2AF43Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2017",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,Candy crush was a lot of fun at one time.  Now it constantly freezes up and I can not finish a game.,Candy crush was a lot of fun at one time,Verified Purchase,One person found this helpful,,,15,3,Public,82603249
junebug,/gp/profile/amzn1.account.AFCP7WYU3236RR3DJCTN3XLXFNDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"LOVR, LOVE THIS GAME, BUT TODAY MY KINDLE WON'T LET ME PLAY.","LOVE, LOVE THIS GAME",Verified Purchase,,,,38,36,Public,9017249
Terra O,/gp/profile/amzn1.account.AHLT2NUYO3UGPA2OGIUZ3JQ5FZGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"THE GAME is amazing fun...no arguments there, but I dislike asking for unlocks. Lives=fine, but to progress when you don't want to play a social game is impossible.","Fun of course, but not having to ask for help.",Verified Purchase,,,,14,19,Public,24286790
William A Ericsen,/gp/profile/amzn1.account.AENYK4KWSLVXQC2LSNGURYPD3RVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Addicting.  Mind boggling, this would be an excellent game to offer those of senior age to keep their mind fresh, although at times ot can be a challenge it keeps your attention",Stimulating,Verified Purchase,,,,11,17,Public,17361868
Mandy Davis,/gp/profile/amzn1.account.AF5VEISQI4RH5G3K2HS2NCUHX26A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,So addictive!!!! Just wish there was a better way to continue instead of connecting to fb.,addictive,Verified Purchase,One person found this helpful,,,1,2,Public,63115478
karen chandler,/gp/profile/amzn1.account.AGEJMVAP7JPEHJJRE72DECWZFWWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,It is addicting,Fun,Verified Purchase,2 people found this helpful,,,3,16,Public,39843937
barbara fredericks,/gp/profile/amzn1.account.AECPUV4SX5P2AWMXL54SY5V7AZAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Daughter got me hooked and now I can't stop playing I enjoy it very much would recommend to friends and family members,"Love the game by ladylionheart  March 2,2014",Verified Purchase,,,,48,23,Public,29837754
clara Helen miley,/gp/profile/amzn1.account.AF7FTK22QJREB3C2H4CTVMNYMRSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Best game,Five Stars,Verified Purchase,,,,12,115,Public,8903115
Amazon Customer,/gp/profile/amzn1.account.AFA67NIAQKNL5KKVISPMQGU2ME4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,Some levels are so challenging!! I see little candies inside my eyelids when I've played a long time. Good thing time outs are programmed into the game.,Addictive,Verified Purchase,,,,16,17,Public,11250424
j.perry,/gp/profile/amzn1.account.AH2HYOIG32NPFBY7CR2B72RRY5HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,I have literally beat level 215 five times but as the two candy bombs go it freezes and takes me out of the level with one less life and I'm out on any specials I used and of course my time spent beating the damn level. Just so done.,awful. keeps freezing !,Verified Purchase,2 people found this helpful,,,3,12,Public,26581119
redlady01,/gp/profile/amzn1.account.AHKJ3JIJ2U3HFV5HBTSKAW7IW7QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,its a game I dont play it as much but when I do it works,Four Stars,Verified Purchase,,,,60,244,Public,1527470
Ina Williams,/gp/profile/amzn1.account.AE2DJNUEXQSQOL4PYSBZMWVJZKFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I have had a kindle fire HD for about a year and was very excited to see candy crush  being introduce tit,It just awesome,Verified Purchase,,,,10,16,Public,36864107
Trish Jones,/gp/profile/amzn1.account.AGIJO4GBL3DBJ4MB5UFZ6IOIYUOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I tend to become addicted to games like this, so I have just begun playing.  I am thoroughly enjoying it and find it very competitive!",Highly addictive and so much fun!,Verified Purchase,,,,8,23,Public,4358432
Turney12,/gp/profile/amzn1.account.AESM2U27SXQOYUPTCVYSCKTDN4AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,Fast paced. Makes one think quickly. Fun game and not for beginners.,Fun game and not for beginners,Verified Purchase,,,,180,141,Public,1764915
Cats4two,/gp/profile/amzn1.account.AGCX3BCBL6HFZ3Q4NYUQHN7WXI3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Really enjoy playing this game.  Calms the nerves!,Fun Game,Verified Purchase,,,,71,60,Public,622911
curley,/gp/profile/amzn1.account.AFI3LORTRTDZWV7KPPEGGNPVZOIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,I love this app but hate when I get stuck on levels for weeks....so frustrating. I don't want to spend money to move on. Very addicting app.,excellent,Verified Purchase,,,,13,17,Public,54082996
Muzzlegirl,/gp/profile/amzn1.account.AHXFR7TDLJ4T5MRK4ZWSIAUYSZOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Very easy to play. More of a challenge with every level. Really bright colors. Makes time go by very fast, you don't realize you have been playing that long.",Very intertaining,Verified Purchase,One person found this helpful,,,29,18,Public,7052991
Kathy,/gp/profile/amzn1.account.AEAGUFUBX7YX2R22WCEIMUFTHTKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I love this game!  Can be frustrating at times but is such a challenge so I keep coming back!,Love it!!!,Verified Purchase,One person found this helpful,,,35,31,Public,2558262
jere,/gp/profile/amzn1.account.AHZQ5S6ZDCXHLQJKUYLJRQ4I3NIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"stay away from this game, its too addictive.",warning... addictive game,Verified Purchase,,,,16,33,Public,19978326
Sharmar,/gp/profile/amzn1.account.AHQ5IXCTF2247F2XP2BDOHU222ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Something to do when you want to pass the time.  Enjoyable, the whole family can play and improves hand/eye coordination.","Fun, mind numbing",Verified Purchase,,,,2,21,Public,28642379
Gary Moore,/gp/profile/amzn1.account.AGGACMJ2VQTKS4KJOUC4X6S6YOBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Great way to pass the time when I get home from work and nothing is on tv this is a good way to have some fun,beating boredom,Verified Purchase,,,,3,13,Public,53312310
K. Holdstock,/gp/profile/amzn1.account.AFRFWA3YWOZR3IFUMJINPDOC2GUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I am hooked!  I play on my home PC and I play on my Kindle.  Glorious insanity!  A delightful way to pass the time.,Hooked on Candy,Verified Purchase,,,,7,28,Public,11779946
Meemaw Holly,/gp/profile/amzn1.account.AHA6LBFSUGXG5I5JRJI7RSW642ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,For fun and addiction without the weight gain try Candy Crush.  Even your kids can enjoy watching you play.  Try it you'll like it.,No Calories,Verified Purchase,,,,49,21,Public,44634589
an123,/gp/profile/amzn1.account.AFNRA2JFUMTAAVPKDXOF2KGZWAZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Challenging, entertaining and fun! I play Candy Crush throughout my day and enjoy passing the time or as a release for stress.  I was so glad when it became available on the Kindle.",Fun for everyone,Verified Purchase,,,,5,10,Public,21742137
Wesley Robinson,/gp/profile/amzn1.account.AHJWLQNV5ML5CSPLSII3B2P5SINQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Great fun. Totally addictive.,Love it.,Verified Purchase,,,,28,24,Public,13844758
Jnet,/gp/profile/amzn1.account.AE3MYNKURPOQ4NR5JKCJ2N22PJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Love the game can be very frustrating at time but I keep coming back to it. Give me more candy,Give me my candy crush,Verified Purchase,One person found this helpful,,,3,32,Public,10750071
Kindle Customer,/gp/profile/amzn1.account.AG4C4SB3QUWTDXBUBHZ3CEA5VQWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,"I had heard about Candy Crush, as I don't do Facebook had to wait for it to come on Amazon or Kindle. As I was told, the simple match 3 game is not so simple and I've found it challenging. Biggest complaints...1) Explain the basic premise, however have found nothing about what candies can combine to make bonus candies or how they work once used. 2) They tempt and nag before and after each level to Buy  more power ups. I don't think it's even possible if you have the patience of a saint, to play thru without spending more cash. For me that's enough of a resin to knock off a few stars.",The wait to come to Kindle,Verified Purchase,,,,165,19,Public,22767661
Diane,/gp/profile/amzn1.account.AHHSUKUQWMBR3D4IZP52XBWH5RHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I love this game!!! My kids and I all play this game. It's great for the whole family!!! Any age can play this game!!!,diane,Verified Purchase,,,,2,20,Public,15407326
e,/gp/profile/amzn1.account.AGDPEK536CADSB6ELR4IF54PCGGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,"Fun, well explained at every level of what you are to do, game!",Fun Game to kill time!,Verified Purchase,,,,5,24,Public,11415178
azalea123,/gp/profile/amzn1.account.AEK3OAYMQ3X5TOBDUAVTKV3FJTCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great game for all ages. Our whole family from grandparents to grandchildren enjoys playing! The added feature of free ""power-ups"" is an added bonus.",Great game,Verified Purchase,,,,10,16,Public,82501506
Natasha Wangner,/gp/profile/amzn1.account.AEPX273WAK72QVJMH56ARGYSUWBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I became addicted to this game right away!! I love trying to solve the puzzels. I also love the fact there are so many levels,Fun Fun Fun,Verified Purchase,,,,1,14,Public,57920752
Anonymous,/gp/profile/amzn1.account.AFR3YMXR5QUPGJDSA2WKFZNVQ3CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,I really was crushed by this,Four Stars,Verified Purchase,,,,8,117,Public,10663395
Shannon Montoya,/gp/profile/amzn1.account.AEUWA24VFS2VCR6YSJ47N3K3EQDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I really enjoy this game. There is endless hours of entertainment and so many levels of fun. Great options .,Hours of entertainment!,Verified Purchase,,,,3,10,Public,59999116
walter kolimaga,/gp/profile/amzn1.account.AE43VGJTQ7JQSSCLYC6YLHNIYXKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,Ok,Three Stars,Verified Purchase,,,,8,58,Public,12513962
aliciaj,/gp/profile/amzn1.account.AGZSNOHVR57ETYCN4BY2OBKSG42A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,At first I wasn't that into this game but I started playing more and more until it became addictive. Great game.,addictive,Verified Purchase,One person found this helpful,,,14,23,Public,32961457
Evan's Momma,/gp/profile/amzn1.account.AE5FJJ3LG727JQVM72FZOB6XC3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,"A wonderful game to distract you from daily job or home life stress.  Play one or ten games, challenge your mind to find the right moves to win the level,.  Just pure fun!!",Relaxing and fun!,Verified Purchase,,,,12,14,Public,5829337
Thevinh B,/gp/profile/amzn1.account.AGJKUJHK7AGQX447LAYKGRVWQBPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Candy Crush finally came to my Kindle. Played it on my iphone but the screen was too small. Kindle was the perfect size for my fingers.,Finally the Candy Crush came on the Kindle,Verified Purchase,,,,16,20,Public,14177900
norbyboy,/gp/profile/amzn1.account.AHWCXCCMYTUOJFVHMJ3ZJILRNQ3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,better,Five Stars,Verified Purchase,,,,30,173,Public,27966893
Elaine Nichols,/gp/profile/amzn1.account.AGSV7E5YNHW6N3LIPT7RB5TXYBJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,It is fun to play and entertaining.  Very portable and makes time go fast when having to wait for appointments,Fun,Verified Purchase,,,,5,31,Public,9000531
Paula,/gp/profile/amzn1.account.AHMCRKZEPXCLHPAJBWQ6IKVAR6VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,So glad it is on my kindle!This is my favorite game and now I can play on my break at work.,Great!,Verified Purchase,,,,11,47,Public,2115067
Maria Lebron,/gp/profile/amzn1.account.AGM3T5SQDRUOOHIVKLA2IMKZVXMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2018",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Love it,Five Stars,Verified Purchase,,,,0,9,Public,15397805
homeschoolX3,/gp/profile/amzn1.account.AEM35FETC4Y7IDSANQVI7675U65Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,"I won't lie, this app is addictive and fun, but I've been down this road before. The first few levels are just challenging enough to get you hooked, then when you've spent $50 in a month to advance through the game, you realise you've been had. I made it a point to play this game without spending a single cent on in-app purchases. The going is slow and I'm thwarted at every turn. I'll let you know when I've beat this in a few years.",Another gimmicky game.,Verified Purchase,One person found this helpful,,,194,72,Public,4497503
