author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Jake,/gp/profile/amzn1.account.AFBHT6PWEU542DPVJKR3GPNTOWMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Very good physics racing game. Some of the cars get a little rear end hoppy as you build them up. Always wanting to flip forward on any jump which makes no sense. But I still got hours and hours of fun from it.,"Very good game, hours of fun",Verified Purchase,2 people found this helpful,,18,40,3398572,Public
Sunny,/gp/profile/amzn1.account.AGQINSAJX47JVLTHX3ORADTHUVVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,My husband and my son both love this game! They have played it faithfully for awhile now and find it very fun. It helps keep my son busy in the car or while shopping. Love this app-great for all ages!,Great App for all ages!,Verified Purchase,One person found this helpful,,124,47,11995325,Public
madsaunt,/gp/profile/amzn1.account.AEZCFGT6L2SPFOVB6QOY6TWW253Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I love this game. It is addicting.  You can buy different vehicles and scenes.  You collect coins as you are driving. You can do different tricks.,addicting,Verified Purchase,3 people found this helpful,,33,44,27423885,Public
Kristen,/gp/profile/amzn1.account.AHBONIPMSZDRZCVMW2QGUNGSWZ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,you will get addicted too this game very soon. it is a great time filler. and it is FREE! :) im so glad it came out on the kindle fire. it is what i spend all my  free times on. you will love it if you try it. really. ,),I LUV IT!!!!!!!!!!!!!,Verified Purchase,2 people found this helpful,14,29,3505842,Public
Alma,/gp/profile/amzn1.account.AE7FR3D2P4BELWJNKRR6U4SGBMEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,granddaughter likes it. she likes the graphics and pretty pictures. I like that the price is 'free' that is good the way she changes games on her kindle.,a cute game,Verified Purchase,4 people found this helpful,,1599,582,76828,Public
Jill Trotta,/gp/profile/amzn1.account.AFIHACCBFLD7CRTFUNYHVUPMVUTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Very addicting,Fun,Verified Purchase,,,2,12,12260668,Public
YoMaMa,/gp/profile/amzn1.account.AF756A7SE2376UXXWWYDZZLURPJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"I like it, easy but challenging.  Lots of levels...attainable to unlock levels and many different vehicles to drive up all the dang hills!!!!!!!!!!!!!  There I think I used enough words now to post this thang!",Uphill Fun!,Verified Purchase,,,3,31,8134708,Public
Jennifer,/gp/profile/amzn1.account.AHB7XILAJYC6UBDHMNWJMEMFJ4DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,I have plays this game on my dad's phone and it's really good  but be careful you could CRASH!!!!!!!!!!!,I've played this on my dad's phone.,Verified Purchase,,,634,27,6497057,Public
seabeesam,/gp/profile/amzn1.account.AGGDIEVKWIL5LIQI6L3JETXDA2GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"good price, fast shipping, as described.",Five Stars,Verified Purchase,,,115,159,659975,Public
TOPJOB7,/gp/profile/amzn1.account.AFG7DY6UWCTJR7B3UATMI2DTUEVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,3.0 out of 5 stars,"No way to finish so you always die in the end. Wish you could complete levels. Can't get far without earning lots of coins or paying extra, and still you die in the end. There's an invisible wall so you can't go back very far. And no way I could find to transfer your coins or purchases to a new device.",You always die in the end...,Verified Purchase,4 people found this helpful,,5687,1536,1911,Public
Callista Shrum,/gp/profile/amzn1.account.AG7YRH7ISG7QXXVTXUZ4GQRVRCEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Daughter downloaded for kindle. Enjoys it.,Five Stars,Verified Purchase,22 people found this helpful,,1191,395,236544,Public
R. Gervelis,/gp/profile/amzn1.account.AE7NALEOEYUOJXQVAN6SXR2Y2XXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"Great graphics, lots of fun, love the game. Starts out easy, gets progressively more difficult.  Ads pop up once in a while, but not enough to be annoying.",Highly addictive.,Verified Purchase,,,189,63,1159217,Public
Stephanie Mayfield,/gp/profile/amzn1.account.AGFEW7PG46WCWFKA6UZM76ZCTIVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Love the game.,Five Stars,Verified Purchase,One person found this helpful,,38,64,38111375,Public
Amazon Customer,/gp/profile/amzn1.account.AFZRV7JWJ635AHLBNYHFEFMHOYUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,3.0 out of 5 stars,"My nephew downloaded this game. It's cute, but the neck snappy graphic when you rollover is kind of gruesome (no blood, just squicky)","My nephew downloaded this game. It's cute, but ...",Verified Purchase,,,7,16,47238961,Public
Janetta R Baland,/gp/profile/amzn1.account.AFMBWEPHBULQJNLRARAL3GQSIH6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,Son and grandson enjoy it!,Four Stars,Verified Purchase,,,42,209,1046664,Public
renegade77,/gp/profile/amzn1.account.AGLGKVQLASLAVBU4KVLYBRSSXOYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Fun!,Five Stars,Verified Purchase,One person found this helpful,,125,132,1299016,Public
Ashley Smith,/gp/profile/amzn1.account.AGIJSUK5DJ5VFL5EMDONOELMM7ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,No issues,Nice,Verified Purchase,,,1,12,83282127,Public
The Federal Reserve is a Scam,/gp/profile/amzn1.account.AFFYG7NGD4I2VCUJZ5XJ55YXLXBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,"This game is a classic. It's easy to play, the kids love it.",It's easy to play,Verified Purchase,2 people found this helpful,,97,248,2095055,Public
Brady Neaveill,/gp/profile/amzn1.account.AG2TOBCH42QFI63NWEEBOASTVKRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,2.0 out of 5 stars,Kids game,Two Stars,Verified Purchase,,,294,100,83203107,Public
Troy White,/gp/profile/amzn1.account.AHU4O2VUSRJAFJDS6PAIE2NTWTSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,my wife spends hours on this when she plays i spend a couple of turns around 15 20 seconds a turn,my wife told me give this five stars.... i don't play it,Verified Purchase,One person found this helpful,,43,65,17169342,Public
percy jackson,/gp/profile/amzn1.account.AGLNA5KUPMUAD4QNWLO65THLIPUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,"This is very addictive game! Once you start play, its hard to stop.",Four Stars,Verified Purchase,One person found this helpful,,1,1,58154497,Public
K. Asay,/gp/profile/amzn1.account.AGNI4USC7WBVYIA3XZQ2QGERXO2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,Very challenging game!  Great physics. UPDATE - after a recent update you no longer have to be connected to the internet to play!  Vast improvement on this game!  Many tracks / levels and a great variety of vehicles.,Entertaining Game,Verified Purchase,,,44,65,7333422,Public
Saerbrehach,/gp/profile/amzn1.account.AH5CAD3BGDPTPWHC63FF55XVQ3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 19, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,As simple as this game is its really quite fun. Even the upgrades are simple to understand and yet still quite effective in the way they operate.,Really fun!,Verified Purchase,One person found this helpful,,26,55,6109772,Public
C E Matthews,/gp/profile/amzn1.account.AF227632N2JWR2L4ZYRADCPAHBRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,"This is a cute game but it was hard for me and it got a little frustrating which led to boredom. My daughter (16) loves it though. So, maybe it's just for the younger crowd...",Hard - for me.,Verified Purchase,,,648,437,3415886,Public
Richard Ellsworth,/gp/profile/amzn1.account.AG4TAPVYDIBH6SME26GQ7CY55BMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,Ugly slow game,Slow,Verified Purchase,,,11,35,538736,Public
kevin,/gp/profile/amzn1.account.AE37Y2SY3J5VWF366BN4AEKZUCFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,A,Three Stars,Verified Purchase,,,23,134,83292875,Public
Tim,/gp/profile/amzn1.account.AF2UJDMDA4IIRP2UYCYOUXW6EJ2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,4.0 out of 5 stars,"Got this for my grandkida to play,they like it.",they like it.,Verified Purchase,,,54,51,7854836,Public
Ms MJ,/gp/profile/amzn1.account.AGVYSJ3WO43UUL5D3IWD54EVHJPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"Fun, fun, fun for adults & kids.",Five Stars,Verified Purchase,One person found this helpful,,418,151,83825471,Public
wayne,/gp/profile/amzn1.account.AFQJE52DR4W5KVRH2OLO4MHPDFNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,My kids love this game,Love it,Verified Purchase,,,7,37,82662163,Public
Terri Lee,/gp/profile/amzn1.account.AE6LXNJOTVGLWQRWGQSOZUKAQ6ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,this game is awesome but if you're realy competative I don't subjest this game because sometime it wont let you stop him from falling other than that great game.,awsome,Verified Purchase,,,110,26,83284366,Public
Janice F. Kalmbach,/gp/profile/amzn1.account.AFTHL23SJCNNQ7BUVDFUMNR6FYYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Fun and challenging game.  Enjoy completing levels.,Fun.,Verified Purchase,One person found this helpful,,5,14,5323842,Public
Lauri Dunning,/gp/profile/amzn1.account.AFQMGTXJMXJI3KQ3FF43D7KW7J6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"my new favorite game! My favorite vehicle is the Hippie Van. Surprising great traction for the hippies too! Addictive!Be sure to buy upgrades (not real $, upgrades bought with credits earned from driving). They help lots.",My new favorite game!,Verified Purchase,One person found this helpful,,44,24,82967504,Public
"Anne with an ""e""",/gp/profile/amzn1.account.AGNRGQWWJIF6WLHYFZQIUF4NX33Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Fast action packed racing.  Many vehicles from which to chose as well as levels.  It's great fun for the whole family!,Six out of five,Verified Purchase,,,26,14,82673859,Public
Amazon Customer,/gp/profile/amzn1.account.AEF25W6DXJTZIJVC4WWAIMTBEEXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Stupid game ever,Five Stars,Verified Purchase,One person found this helpful,,19,10,25322108,Public
Barbara Appleman Graham,/gp/profile/amzn1.account.AFPCNMPALWELKDDX4ZZPTTLO54HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Kids love this app.,Five Stars,Verified Purchase,One person found this helpful,,267,182,83648542,Public
Jeremiah,/gp/profile/amzn1.account.AFQAY4UUCFU6MHCJ6RGHDR3DFSGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,"It's alright, you have to get the hang of controlling the spin of the car.",Three Stars,Verified Purchase,,,50,158,4853691,Public
mari franks,/gp/profile/amzn1.account.AE64GTOG6KJO7LUUNX7MGL7OQCYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,the hole house is so addicted to beating each others high scores. love buying all the other vehicles and levels,love buying all the other vehicles and,Verified Purchase,,,181,212,9577737,Public
