author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,total_review,helpful_votes
Eric Freeman,/gp/profile/amzn1.account.AGGCDHSTKRICFA2PZZS2UTLXXMPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"Amazing backup battery! Charged my iPhone 7 very, very fast. Bought two of these (for 3 iphones) to take on a 9-day overseas trip and was NEVER without power (yeah, a double negative)! The units themselves take a while to charge, but they last for quite a long time. Highly recommend!!",Amazing backup battery,Color: BlackVerified Purchase,,,,
Andrew Kane,/gp/profile/amzn1.account.AENLSTOIJZ33N345E5UYC5KYCZHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 12, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"I very rarely have to charge this and is the best battery bank I've owned, its a bit heavy and big and you can't charge and discharge at the same time, but all in all I charge it once a week and overnight it is fully charged and ready for the week.",Really good product.,Color: BlackVerified Purchase,,,,
Unsatisfied customer,/gp/profile/amzn1.account.AG5CT5C24OTJVCMZB4T6OXIU5NYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"Although I had originally experienced the problem below, the compay was very professional and efficient in reaching out to me to make things right and send out a non-defective product on a fair time-line. I bought this to take with me on trips/travel. It worked great for the few occasions I used it, however, I have a trip to visit family out of state and went to charge it so that I could take it with and it simply won't charge. The lights shine blue the moment I plug it in, however, after about twenty seconds the lights go away and nothing happens. I kept it plugged in for 5+ hours and then tried plugging my phone into it and nothing happened--no lights, no charging, nothing! So bummed I wasted my money on this product",Great Customer service--reached out to me to fix the problem efficiently and kindly.,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFPSRUJ7AIE6FDGAUR2FVJC6ZOAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2017",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,4.0 out of 5 stars,Updated: Anker reached out to me and replaced the battery despite it being after the warranty. Great customer service and glad to have a working battery again. Upgraded from 1 to 4 stars. Didn't do 5 bc 1) it's a bit heavy and 2) just having to replace it and the trouble to begin with. Would recommend now.Three months after purchase it stopped charging to full (4 circles). Another month later it would only charge if the cable was twisted in a specific direction. Another week later it's completely useless and unreliable. It was great when it worked but $40 for 4 months of use seems like a rip off to me. Disappointed.,Another week later it's completely useless and unreliable,Color: BlackVerified Purchase,,,,
Will Randalle,/gp/profile/amzn1.account.AFQWTWP4LX6VWN42KHL4BG4YT6WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve pirchased several external batteries. 2 things occur. 1, Most of them doesn’t last or 2, the capacity doesn’t match up with how many charges you’re supposed to get. With Anker, they have the best of the best! I have an iPhone 7 Plus and this battery charges it 4-5 times on a single charge and fast might i add! Very happy with any and all Anker products.",Best of the best Here!,Color: BlackVerified Purchase,,,,
Danny L.,/gp/profile/amzn1.account.AFHUIHPJQOJ5CVL7XBIYY6SBXNKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,3.0 out of 5 stars,Does not keep a charge as long as advertised. Said it would charge a phone about 6 times and I have not been able to get more than 3 charges from it.,Could be better,Color: BlackVerified Purchase,,,,
E,/gp/profile/amzn1.account.AFZIKT36HBJBMMLWQBSRWPFURVIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,"I have used this for several months and love it. It charges all of my devices quickly and so far I have had no problems. It is a little heavy and takes a while to fully charge, but it's the best I have had so far.",Keeps my devices charged,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AE5V2LG4XGREEEB5EESE7RXHKEAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,I  have been happy with this item. Worked great till now. Board seems to be failing. It's making a strange noise and overheats and smells like burn... Customer service said they are sending a new unit! Awesome!,Super! After 2 1/2 years seems like failing.. but excellent Customer service taking care of it!,Color: BlackVerified Purchase,,,,
BAM,/gp/profile/amzn1.account.AGQLPKJ6ZARDQG6AXAINCDQLUWGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,This thing is solid!  It could be used for self defense if it came down to it. Charged up fully over night and has been keeping my phone charged for days and it still has 3 lights. It charges the same speed as a wall charger on my iPhone 7+. Having 2 ports comes in more handy than I would of thought. Was able to charge up my phone and iPad.,Beast of a backup battery!,Color: BlackVerified Purchase,,,,
Bryan Seitze,/gp/profile/amzn1.account.AGSBHFOLX7B65JYDFB6DPZBHGDFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 21, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,Best charger I have used yet. Charges my phone quickly and the battery last a long time.,Well worth the money,Color: BlackVerified Purchase,,,,
LadyBozarth,/gp/profile/amzn1.account.AHLYUMSS6BJ4BLC5BWEP547KNTVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,I have had this product now for several months & it works GREAT!!!  Took on vacation & was a blessing to have!!! I just ordered & received smaller (lighter) one that I can carry at all times for just everyday use.  Thanks Anker...,Anker is top notch for their product!!,Color: BlackVerified Purchase,,,,
Devin Nguyen,/gp/profile/amzn1.account.AGCFIW5KPWSAZKOEQ7GLQOG77PAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great product.  We have used it for traveling, work, and camping.  We bought the product because our brother in law has one and recommended it.  I bought it, gave it to my wife and she absolutely won't leave home without it.","charge or recharge , this will keep you in charge",Color: BlackVerified Purchase,,,,
Kindle Customer,/gp/profile/amzn1.account.AHNLKY7AVHWD6X7XPVTEMQGCOIJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews,1.0 out of 5 stars,"I owned this product for a total of 25 months and only used it for road trips (on an average of 1x every 3-4 months-so approximately 8 times).  Even though all the lights shows it to be fully charged, it will not recharge my phone, kindle, etc.  Anker Customer Service offered a 10% discount on a new one.  Why would I want to spend that kind of $ on another one of their products that may or may not last any longer than this one did???",Product failure,Color: BlackVerified Purchase,,,,
Bryce,/gp/profile/amzn1.account.AFGNBBLWABJRR4BRB2OSSO2JXGJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"I keep this in my purse at all times and it lasts me a week at least!  I can plug my phone in in my purse, and it give me several charges to keep me going day after day.",Daily Must-Have,Color: BlackVerified Purchase,,,,
Rex Newhouse,/gp/profile/amzn1.account.AGFAI4245OJVBQBYBEKLCQDBX7VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"Amazing power bank, I got it for my kids overseas trip and they were able to charge their iPhones and iPads during the vacation trip, I use it at work for my phone and charge faster than a computer. I recommend to my friends and family members",Amazing power bank,Color: BlackVerified Purchase,,,,
Susan,/gp/profile/amzn1.account.AH6U2GFDP3DM5EIBZBUYDVZH2WAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,I keep this with me a lot and it does the job. My car cig. lighter does not work so I can't use that to plug my phone into. This works great at charging my phone.,I love this little charger!,Color: BlackVerified Purchase,,,,
Edson Flamenco,/gp/profile/amzn1.account.AHIMF3BGFV5RNJ2LL4L3MX2OMJNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"This external battery is very solid. it holds a great deal of backup power for your devices. the extra USB port is great too, since it takes awhile to go through it.i was hoping that it would be able to fast charge. but i doubt i would find that in any external batteryall in all. solid deal. worth it to go pokemon hunting.and if it fails, you could always use it as a weapon.",solid,Color: BlackVerified Purchase,2 people found this helpful,,,
Robert Holtz,/gp/profile/amzn1.account.AG6HXIELIM6EJVGDQ27HVDY2SLBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this project for my trip to Pokemon Go Fest 2019 in Chicago and I loved it. It kept my phone going ALL DAY. I got back to the hotel and there was still charge on this battery. It was fully charged that morning, I used it all day, and it still had charge. Absolutely incredible.Anker is the best and everyone who uses devices that need to be charged should have a good Anker battery. You will not be disappointed. Anker is the best.",Anker is incredible,Color: BlackVerified Purchase,,,,
Jen Teal,/gp/profile/amzn1.account.AEBO3ZRXYABGDRPQKH437UG7QIUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2017",4,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,4.0 out of 5 stars,Just got this amazing tool for college! It is quite heavier than I thought it would be but cannot wait to try it out! It has a beautiful slim design and comes with a complimentary bag as well as the little charger. I am familiar with other Anker products and I believe this will be another awesome investment.,The Beast Awakens,Color: BlackVerified Purchase,,,,
CMW,/gp/profile/amzn1.account.AEXC47L3ATOSUDYENSSY3UQWYMVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"I was looking for a charger that I could use to charge my cell phone that always seems to be low by the end of the day. A coworker recommended the model below this (Anker 13000) however, I was looking for one that would have a longer charging life so I purchased this one (Anker 20,100). This has been a great investment and I am thinking of purchasing another one.",Wonderful product!,Color: BlackVerified Purchase,,,,
circusfreak,/gp/profile/amzn1.account.AHXTWI6ICUOSOURXGILSWWV6TLKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"This power bank is working excellently so far. I charged my Galaxy S3 several times over a weekend camping trip and a few bike lights and an iPod nano a few times. Still at 1/2 charge as indicated by the LEDs. It's obviously larger and heavier than a lower capacity power bank, but for the massive charge power you can't go wrong. Still somewhat pocketable and mobile if you need the juice. The smart charging tech seems to work perfect, as it gave my Galaxy as quick a very quick charge time. Recommended!",The smart charging tech seems to work perfect,Color: BlackVerified Purchase,,,,
Jess T,/gp/profile/amzn1.account.AFBEPBCVHRREAXGS65JUYSEGHH7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,"It's small enough to stick in the front pocket of my purse and charge my phone.  It works quickly! I've also used it to charge my kindle, my iPad, and my kids leappads and leapreaders!! Totally worth it!!! It takes awhile to charge.  But plug it in overnight and it stops the charge once it's finished so you don't have to worry about it ruining the battery.  AND comes with a warrenty!!",Love.  This.,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFZRHBIB3RUCQN5WIIVHUWJAVKCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews,5.0 out of 5 stars,This charger is great! A little heavy but that’s to be expected for how long it lasts. I can get around probably around 6-7 full charges on my iPhone.,Great for traveling or if your phone is always dead!,Color: BlackVerified Purchase,,,,
