author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
A. Landry,/gp/profile/amzn1.account.AHZ4LCVZDFMJ4LKURLRLMUYDKEKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Flexzilla is so much better than a regular garden hose that ends up hard as a rock. If you want a supple hose that won't harden over time, I'd recommend this brand.Only tough part is the hose arrives coiled tightly and it took a while of stretching it out to not try to spring back into a coiled shape.But overall super happy with the hose.",All the products in this line are great,"Size: 5/8"" (inches) x 3' (feet)Style: HoseVerified Purchase",,,,372447,,,
F. Fish,/gp/profile/amzn1.account.AH4IGUKYXNYM5UHK7R22ECHA4DIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"Easiest-to-use hose I've had in many years.  The fluorescent green color seemed a little obnoxious at first, but [1] it's growing on me, and [2] it picks up dirt from the garden and black from our asphalt driveway quickly enough that the brightness is starting to dull somewhat.  Seems sturdy and flexible, and the freely-rotating hose ends make it much easier to coil and uncoil than hoses with fixed ends.","Easy to use, colorful","Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,8382331,,,
daniel,/gp/profile/amzn1.account.AFZVVDAJO6RER3HBVLCUYW3WKICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"okay so this hose does stretch and stuff...as if that is important but it also just kinks to beat hell on my roller.  i literally cannot keep it from kinking on my roller.  it never does it regularly which is nice but if you put it any where near a roller (hose winder?), it will kink without mercy.  also, the connectors on this are just plastic.  not nice metal ones, just cheap plastic.",really disappointed,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,1046999,52,44,Public
Bev91945,/gp/profile/amzn1.account.AE7S5T45KTAMQF35GPJTVMGTNDKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,I like this hose.  We have very high pressure and it's still in great working order.  The one feature that I love is the collar that swivels around.  It really help from the hose getting kinked.  So simple yet so effective.,Definitely get the moveable collar,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,661636,,,
CJC,/gp/profile/amzn1.account.AG2NLSOCKS54NW2JEUW4ZWBSCZUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"....and not in a fun way. To be fair, I do not have a pressure regulator on my spigot, but I have never encountered a hose that kinks more than this one! Every few feet, it folded back on itself, cutting off the water supply. The pressure made the hose coil around itself constantly. It was a nightmare! I will save this hose only for areas of my property with a pressure regulator, I guess.",EXTRA KINKY,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,14668300,180,156,Public
Michael Ennis,/gp/profile/amzn1.account.AG2LE256OTKUHDRBKIJ4KCEPRJQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"I bought this because it had such great ratings. Even though it was too pricey. I had great expectations but it kinked as soon as I first used it. I thought maybe if it laid in the sun for a day it would work better. So after a day in the sun to relax, I coiled it neatly on my porch. Then pulled it out to give my chickens fresh water. Well every five feet was a kink and I have a 100 ft hose so that's a whole lot of Kinkin goin on. If You liked the Kinks, not the band, the auto shut off type, then this hose is for you. I will say that the only good thing about it is the ends have great grab handles to tighten them onto your water supply.",So much for kink free!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,83862838,,,
Lynn Alfred Eriksen Jr.,/gp/profile/amzn1.account.AEYWJUWMKPG63XZKASVSKGRWE44A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"Update 10/3/2020Since my purchase last winter, the sprinkler failed and my lawn failed, but the hose just keeps going. I like it quite a bit, it does not kink often - but when it does :( - it's easy to release with a snap of the hose and it does no damage. None. I have it on a hose reel in a garden box - makes it easy to handle.I'm considering a 5 star review it is makes it thru the winter and next spring. We'll see.Update 3/10/2020My original review still holds. We are about to  try the hose with a Sundown hose hide away.I would not call it kink free but certainly kink resistant, and this is heavier than a typical hose. Seems to perform better in warmer temperatures. Is very durable thus far. I like it.",Kink Resistant - will not damage hose,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,8237403,,,
Rycke A Brown,/gp/profile/amzn1.account.AHDHWAS7HCKWKU4LDMMX2GE7MJBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great hose.  Never kinks; very light and flexible; never have to fight with it.  The first one has been under nearly constant pressure for 2 years, across hot gravel in the summer and frequent freezing in winter, serving water to my chicken pen.  It has never even swollen, unlike hoses made for constant pressure serving trailers.","After 2 years of using them, I am slowly replacing all my hoses with Flexzilla.","Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,1127763,,,
Mark Lull,/gp/profile/amzn1.account.AGSDKPFGMRAXA6U47HWCWAJ55QSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I just received this hose today.  I rated it 3 stars for durability because I have no idea on that issue yet.  I LOVE the swivel ends and the flexibility of this hose.  If it lasts as well or better than other hoses I have had over the years, it will absolutely be the best hose ever!  I am not easy to impress but this has impressed me!  I may update this review later when I lean more about how this hose performs in the long run.",My initial reaction is AWESOME!,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,4918829,66,27,Public
Dmore,/gp/profile/amzn1.account.AESBAKT4DN4OHUI6AD7HWEK7RHUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Love this hose.  It won't easily twist because of the swivel grips.  If you plan to use it on a reel, be aware the end going to a hose reel hook up will be bulkier due to the swivel grip.  I modified mine on that end and simply pulled the swivel grip down to reduce the bulk.  You CAN cut these hoses and apply ends to them.  I purchased the kits for repair in the event I need it.  Best hose ever...I replaced all my explodable expandables with Flexzilla hoses.  Love the durability and predictability.",GREAT!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,84306759,19,15,Public
williamsr81,/gp/profile/amzn1.account.AE4YDGNZQDT765GUN7ANRLPH43BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this mostly because of the color. I pressure wash and do odd jobs, and candidly was sick and tired of people tripping over my source hose. The bright neon green prevents this problem as it is extremely visible even in low light conditions. The hose is soft a pliable, it kinks, but if you are careful to stretch it out each time to full length and take the twists out of it, you'll have no issues.","FlexZilla, lives up to it's name","Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,84241169,,,
hogster1111,/gp/profile/amzn1.account.AFTNRBPYI3WFCBZFFBNA24GJ5X6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"I did write a bad review saying this was a very hard hose to unkink, but after I followed the instructions it worked great, Very sorry, I would by again, and it has a great color...","My Bad, great Product","Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,128871,,,
Diezel152,/gp/profile/amzn1.account.AH2U4NAN6KS5EXYDBBQ5SW2J3C4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Great new leader hose, love how you don’t have to twist on like the older hoses, just grab the handle and turn very easy, my old leader hose was so old and stuff,I have flexzilla lime green extension cord and that’s only a few months old and it’s faded to almost white so I hope it doesn’t degrade the hose",Nice,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",,,,570829,313,253,Public
Bow Wow,/gp/profile/amzn1.account.AEKNTLWTX4GQFAVMJFO3F5637AXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"The Flexzilla Garden Hose Drinking Water Safe - HFZG575YWS  is working out great. Some drinking water safe hoses twist up in knots when the water is turned on. Yikes! This one just lays there. It will kink fairly easy, but I was really looking for  the drinking water safe for watering the vegetable garden.",Flexzilla Garden Hose Drinking Water Safe - HFZG575YWS,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,414625,35,44,Public
MAA,/gp/profile/amzn1.account.AGLMYCOIJOHZYUGQRJ2DRNTKBXFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I have gone through 20+ hoses in the last five years of owning my first home. The collapsible ones all end up disintegrating unless you bring them inside and baby them. This one is heavier than the ones that collapse, and can kink, but it's still my favorite hose ever and it's as durable/reliable as a hose should be - seriously, hoses should be able to sit outside and take a beating. This one does.",Best hose I've owned.,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,84292088,128,69,Public
M. Davis,/gp/profile/amzn1.account.AH6A2YDX2HWSKN7IBLH5NBHVMM2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"While I can’t speak to the durability yet, I can say the hose is very well made.  It is flexible and light weight.  I love the fittings, they are very easy to grip and turn.  I love the color. I won’t be running over this hose with the mower.  I think this is the best hose I have ever used.",Great hose!,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,6120378,72,43,Public
Michael,/gp/profile/amzn1.account.AFMFGV4TWU77SCZINZIQOS6MQWSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This has been by far the best water hose I have ever bought. It has stood up to the TX panhandle weather and has not kinked once since we bought it. I originally bought it for use in my front yard but was so impressed with it after a year I bought a second one for my backyard. My search for a good sturdy reliable water hose if finally over. Excellent buy,Finally a good hose after years of searching,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1078080,33,37,Public
Amazon Customer,/gp/profile/amzn1.account.AFUO3Z5XENZ6L7AXSPTR3CWCZH4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"These hoses are the best hoses I’ve ever had. They remain flexible in cold weather, don’t expand much under constant pressure, have O-ring type quality washers that seal well and are portable water safe for drinking. I first purchased one for use with my RV but now I use them for my house too. Surprisingly they’re not too expensive either. Highly recommend.",Best hoses hands down!!,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,3457264,222,132,Public
Jason B.,/gp/profile/amzn1.account.AECIE74BV3TMQPQTPJAPQ3VJCPIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,"I really want to like this hose. It seems durable and it's very lightweight compared to a regular hose. My problem - the Swivelgrips that make it a breeze to attach to your house spigot make it impossible to attach to my hose reel. The grip is too long so as the hose wraps around the reel, it immediately kinks.",I really want to like it,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,84340352,,,
