author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Jessica,/gp/profile/amzn1.account.AGLYKQS5WXI7LVMPAVJVWQQ2FWOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,3.0 out of 5 stars,"I used these in a classroom that had natural light coming in just to add “mood lighting” and the feel of being in a fancy restaurant to practice social skills. They are just little tea light size, so I didn’t expect them to be bright, but they are perfect for what I needed them for.",Tea light size,Verified Purchase,,11,44,1123738,Public
Antje Morgenstern,/gp/profile/amzn1.account.AF3Q6BE3LWI3DQUVWZZN4CWWB4HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,4.0 out of 5 stars,"description accurate. about duration of battery I can't give any information, since I just use them since yesterday. But so far I like them and would buy them again.",works great,Verified Purchase,2 people found this helpful,23,45,2021569,Public
Minwoo,/gp/profile/amzn1.account.AH4MINSABAYB4KFXUIOVTRA2PLWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 4, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,I CANT HAVE REAL CANDLES IN MY DORM. BUT I DONT TRUST MYSELF WITH FIRE ANYWAYS. BUT THESE BATTERY CANDLES??? THE BANE OF MY EXISTENCE. I LOVE BATTERY POWERED CANDLES. WITH MY LIFE. THESE COME WITH BATTERIES AND AHHHH THEYRE JUST REALLY GOOD. WOULD BUY AGAIN. THE LIGHTS FLICKER AND LOOK ALMOST REAL. LOVE EM. MY FRIEND EVEN BOUGHT THEM. THEYRE REAL NICE. GOT EM A COUPLE MONTHS AGO AND THEYRE STILL GOING STRONG. HAVENT REPLACED THEIR BATTERIES YET.,SPICY SPICY SPICY,Verified Purchase,,21,20,1387270,Public
0,/gp/profile/amzn1.account.AHYPC2D4JN4FXBIGDN6ILBQOBGFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"Having a timer is perfect! I can use my candles in the most efficient manner, never wasting my battery or needing to get up to turn them off.  I can change the brightness, choose the time settings with the remote next to me. I love the beauty and convenience of these candles.","Beauty, convenience, and price",Verified Purchase,,11,18,9319512,Public
E. K. Hartensveld,/gp/profile/amzn1.account.AHHR733EPYLGNJHPXKRH6CGVEWEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2019",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,3.0 out of 5 stars,"They are cute and work well. Being critical in order to help you all as much as possible, they have a crease where the plastic overlaps (you can see it in the picture). In a perfect world, the plastic would resemble wax a little more. It is matte finish. And the flames are a bit wide to appear entirely real.","Good overall, not quite perfect",Verified Purchase,,136,108,352166,Public
Superstar11,/gp/profile/amzn1.account.AFAXV5GL45KKBEFEUI7HLAYYLWVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2018",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,Ordered these for my Thanksgiving dinner and have been using them all over the house ever since! I don’t believe in burning real candles as they contain toxic chemicals that are harmful to our bodies.  These have been great to pop in random candle holders or even place alone on a bar tray or decorative table.  They especially feel great around the holidays and so far the battery life has been excellent! I forgot about some of them and let them run for days and they were still bright and beautiful.  I love the flickering effect because it makes it look like a real candle.  I will order these again.,Great product !,Verified Purchase,,32,9,2568826,Public
Sandman,/gp/profile/amzn1.account.AHUE6TXKDTZQKLP5FJHKXVEK6ZTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,These were for plastic pumpkins printed on a 3D printer.  The light flickers like a real candle and it lasts a long time.  The test one lasted 3 days.  Awesome and cool product!,Awsome,Verified Purchase,,553,371,25572,Public
Cat P,/gp/profile/amzn1.account.AHFJFN56LNCZSQR7RMZV3FJVMBVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2020",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,1.0 out of 5 stars,They were nice and bright. But these lights do NOT have the timer feature which is the most important feature to me...the feature I bought them for.  You must turn them off and on manually!!  Would have returned them but just removed the batteries for use in other timer lights I have and disposed of the tealights!  Complete waste of money!,THESE LIGHTS HAVE NO TIMER!!!,Verified Purchase,,1,10,50086722,Public
Janice Cannon,/gp/profile/amzn1.account.AENP723WK2NNLOYVLC2LQXH4U75A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,3.0 out of 5 stars,"I would take out the words ""timer function"" and ""remote function"".  It implies these functions are available when they are not.  Disappointed that this wasn't a feature.",Bright but NO timer function,Verified Purchase,,71,95,766903,Public
Joyce Davies,/gp/profile/amzn1.account.AEYVHIQY6JMSLPMIIE5EMFU4SZPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"This was a added detail i wanted for my man's birthday. It was not as bright as I thought. I had to use all of them for it to make the place look magical. I didn't know it had a timer setting or remote control like the after purchase description asked for. So, can't comment on that. For what its worth, it would be best for like small bathroom or patio just as a walk way.",Cute for Price,Verified Purchase,,0,8,62593673,Public
Eric,/gp/profile/amzn1.account.AFESPDY5PWAV2Y6WEC4JJD2LR2XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2017",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,"Of course the “flame” color isn’t exactly like real fire but the effect is very good! Seem to last a long time and so much easier than using real tealights at a party that would burn out in less than an hour. I’d still use tealights with real candles if I’m just sitting with it for ambiance, but for a party or an event, I highly recommend these!",Really pretty good!,Verified Purchase,One person found this helpful,195,219,106889,Public
Judy Hilliker,/gp/profile/amzn1.account.AFX5GK6GZ2EA5UZ75W5ATV5LFCUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,"These little candles stay lit forever!  I put 6 of them in my carved pumpkins outside on Friday the day before Halloween and never turned them off.  I checked them 6 days later and they are still lit.  I threw the pumpkin away and brought the candles in, turned them all off except one...it's still lit so far.  i want to see how long it will last.  A definite 5 star!!",Amazing,Verified Purchase,,0,8,33217547,Public
Melanie Thomas,/gp/profile/amzn1.account.AFZIKN7NBEICIZK2FB4PGBEZRN5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,I love the ambiance that tea lights and candles give my home but cost and safety issues add up. With two cats that occasionally feel the need to randomly knock various items into the floor and burning multiple candles daily for “coziness” I decided to try these as an option. They fit the bill perfectly and put off a nice glowing without looking as fake as some others I have seen,Safe and nice warm light,Verified Purchase,,88,29,492799,Public
Susan Lang,/gp/profile/amzn1.account.AHOPV57JZSFO6MMILLJVRBTRGAIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,I ordered these for my wall sconces when we painted the walls and they are perfect.  They give just enough light and  just the right touch.I highly recommend these lights.,Perfect for wall sconces.,Verified Purchase,,8,40,5101700,Public
Kevin Roark,/gp/profile/amzn1.account.AERCKI2S45BUHJE3OI7PUALW4U4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2019",2,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,3.0 out of 5 stars,"Not bad, but I wouldn't buy again for my use. They have a nice warm light and realistic flicker. My issue is that you can see the shadow of the internal electronics and the internal framework when they are on. Probably great if you have an opaque or colored holder, but looks really cheap when you have a clear and exposed votive holder.",They're just ok,Verified Purchase,,17,20,4040275,Public
Errin Anderson,/gp/profile/amzn1.account.AHEHGPHFFTEU7TXXBQPM7NY2MDXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,These are great. They flicker just like real candles. You wouldn’t even be able to tell they aren’t real. I like that they’re not super yellow and just very natural.,Great! Natural color!,Verified Purchase,,29,80,2442374,Public
Chelsea,/gp/profile/amzn1.account.AFGTA47I3ACQXR77TZBYKW2YKJBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,"Love these candles, they look so real! They don’t come with a remote or timer function but they do come with batteries that last a long time! I have a four year old, so a lit candle in our house doesn’t work well, so these are a perfect option instead! The “flame” flickers and looks just as real as a regular candle without the danger!","Bright flickering flame! They don’t look like flameless candles at all, they look like the real deal",Verified Purchase,,1,15,62593673,Public
aurablueyes,/gp/profile/amzn1.account.AEZB5WEYA4Z54PCED7NTC3SJHLUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,This product does not have a remote control nor a timer. The flame does look as though it is flickering and the light emitted is brighter than other tea lights.  Totally met my expectations.,"Bright light, real life flicker",Verified Purchase,,31,33,2388835,Public
cpr1208,/gp/profile/amzn1.account.AHJSTC3K6HYQ2KMJNVVXMCEVIIOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,"These flameless tea lights fit my candle holders perfectly and provided the sparkles that I was looking for.  Also, I liked that they came with battery in place, a plus for me.",perfect for my candle holders,Verified Purchase,,51,118,719083,Public
vi_shanda,/gp/profile/amzn1.account.AEKGMTMW4JARLNC2FFAACQZF4S3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=17,5.0 out of 5 stars,I bought these for a romantic night! They flicker to imitate real candle light. I expected a one time use out of it. It is two years later and i still use these sometimes for days at a time for the fun of it. Will order more when these fo bad.,Good imitation,Verified Purchase,,22,56,3063177,Public
Uncle Richie,/gp/profile/amzn1.account.AHJF7P5FWV4GYNLSKAHRO6KIIOLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=18,2.0 out of 5 stars,Disappointed in my LED votive candles.  The brightness leaves much to be desired and the bright white light is not realistic in my opinion.  It is difficult shopping for these LED candles online.  I should have waited until I saw a store display of any candle first.  Oh well  live and learn.,Not what I expected,Verified Purchase,,95,13,5632699,Public
Mimi,/gp/profile/amzn1.account.AF3U4KRUYXDUY747CHTOC6UTSBQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=18,5.0 out of 5 stars,"These are the best little candles! I place them on the fireplace, tables, outdoors near plants, Judy anywhere you want some glimmering light! My grandchildren love them too! It’s nice that they can hold them and I don’t need to worry about them being hot!",Perfect little lights!,Verified Purchase,,4,46,11020229,Public
