author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking
Charles Mcmillan,/gp/profile/amzn1.account.AENUWGYSE45IS2HMT7TWVJDU3ZSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,2.0 out of 5 stars,"I ended up throwing them away after 2-3 filters.  They are actually 25 1/4 "" so they don't directly fit if your space is an exact measurement.  They only lasted a month tops and the force of my air-handler would bend them in half.  I WON'T be buying them again.","Not an exact fit. No Structural Support, Filters Bend in Half",Size: 16x25x1Style: Without Air PurifierVerified Purchase,,4400970
HELEN WEIS,/gp/profile/amzn1.account.AGIHPZ5OZTUBXAMROP55WYAKAQYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,1.0 out of 5 stars,The 12x30x1 DOES NOT actually fit the opening for the filter and I had to bend and crush corners of this filter to make it fit.  The fabric part of the filter is so loose that it bows out from wind flow and loses its creases. You can imagine how thrilled I am that I bought a 6 pack.,WILL NOT FIT. POORLY MADE.,Size: 12 x 30 x 1Style: Without Air PurifierVerified Purchase,,3302943
Victoria,/gp/profile/amzn1.account.AFR35RN5SZKFP7XCLRQLU7XDJQJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"We need to change it every 1-2 months. Other than that, happy with purchase",Keeps our air clear,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,4785287
Erika Lynn,/gp/profile/amzn1.account.AFXSWXZ6KTW2Y5Z6545BBQCNNQGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Yes, I know cleansy isn't a word! But it had to rhyme, right??!!I chose this brand specifically for the cost. Six filters for under $35.When they arrived, the box was clean and unbroken.The filter fit my air-return snug as a bug in a rug!And I only guestimated the size!Yes, I'll buy again in about 6 months!","Easy, Peasy, Super-Cleansy!",Size: 20x25x1Style: Without Air PurifierVerified Purchase,,3814829
Marye young,/gp/profile/amzn1.account.AFCKVAFDGX2KEZZTXNUP2QQH64BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,Best filter for people like me with lung problems,Great product,Size: 20x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,551158
Houston's gal,/gp/profile/amzn1.account.AHK4IOMPNGIRR3VMOHPKWHTHLCYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,I bought these based on the fact that 3M is a company I respect and typically has great quality products. I thought it was odd that the first one I tried to insert into my HVAC unit didn't fit and thought it was just a fluke. But then I realized that NONE of them fit properly...I had to bend the sides to slide it into the unit and it was very wobbly and almost crushed. I used 4 of them and threw the 5th one in the trash w/o even using it. I would definitely not recommend these. Just awful!,DO NOT FIT!,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,36311381
J Everhart,/gp/profile/amzn1.account.AFOIZARWY7IKIZGRXALIH5N2RJKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,I ordered furnace filters 14X20X1. I had used the remaining old filters.  These filters DO NOT FIT.  I guess the Chinese do not understand what 14X20X1 means.  The filters I received are TOO LARGE.,Furnace Filter,Size: 14x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1053633
Dustin Taylor,/gp/profile/amzn1.account.AEECLO77YA6KYNRGES4X7R52DQJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2020",1,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"Quick installation, bundle for any house and cheap. Would buy again for sure.",Quality air filter,Size: 16x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1893
exxx,/gp/profile/amzn1.account.AG7ZBNLRLY7J4VOFL2GPPNERFTGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"I tried to search everywhere for filters, not crazy expensive and good quality. Seems like a lot of people complained however overall review was 4.5 I gave it a shot. Works fine. The best price I ever saw for the air filters.",Works as supposed,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,159737
Gilmore,/gp/profile/amzn1.account.AGAFWT4LXOOHBLDD35YX23WJB55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2020",1,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,Super fast shipping and they were packaged  excellent! It fit like a glove and they are so much cheaper than what they were at Walmart plus Walmart never has this as ever there’s a spot for it but They never do fill it!,Great price awesome product,Size: 20x24x1Style: Without Air PurifierVerified Purchase,,2326224
Audrey Forrest,/gp/profile/amzn1.account.AFOZ7MHLDX3IVOQXCLY4M3UY4GQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,These things are so expensive in the big block stores like Home Depot.  The price on this was great and will last meall year if not longer.,Excellent value,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,171850
Holly Fern,/gp/profile/amzn1.account.AEXF2QMYO5U64TCYDT6PG7APHJ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,If I purchase this at my local Home Depot it would’ve been way more expensive thank you Amazon,Great price awesome product,Size: 16x25x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,1243326
Lukas,/gp/profile/amzn1.account.AEKJU42L3DWCYRKPI5SWRA2X3RTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,"the problem is the frame is very weak.  once the filter catches enough dust - and that happens within 3-4 days, the AC suction starts to bend the frame and the air makes a loud whining noise and starts cracking into half slowly",horrible for dusty environments like Arizona,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,78989845
Carl C. Yingling,/gp/profile/amzn1.account.AHZZOVV6R3HU7EZVKV7CSQ4XPEFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2018",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,Great quality for excellent price. And free home delivery. As good as it gets!,Great value,Size: 16x20x1Style: Without Air PurifierVerified Purchase,3 people found this helpful,2392940
Hallie,/gp/profile/amzn1.account.AHOYIXYUNNYRBRX457QP7R5SQUUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,"I  received the filters and realized I had the cheapest looking, one ply (probably low filtering) filters I’ve ever seen.  But I think that one is on me (being a chick and all and nothing of filters).  So apparently there are different filter ratings… Who knew? I’ll just change the filter more often if needed till I run out of this supply.  I know Filtrete makes better filters, because I’ve used them purchased from Lowe’s (they work fine).  I just ordered the wrong ones.  Don’t order while drunk (like me 😉) and your purchase will fine... they are quick, on time and convenient... going to Lowe’s for filters is a waste of time.",Be careful when you order,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,15004205
kirk kopf,/gp/profile/amzn1.account.AFOHTO23KNMN664NRFZBFCEZOLBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,The filters are about 1/8 of an inch to big. They collapse when the air is sucked thru them. They are good for the amount of air to the fan and your fan doesn’t work as hard. If they stay together,Poor quality,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,2728433
Charlene D,/gp/profile/amzn1.account.AETRIOQZCJ2YRFDZ6CZVDDTPGXKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,2.0 out of 5 stars,"Thin compared to what I usually buy. It is almost floppy and it actually bent and fell into my vent. It’s ok I thought it was worth a try since it was so cheap. I usually pay $40 for three of these, but will return to my usual after I use these up.",Budget friendly but will not work for allergies,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,1183937
Trevor,/gp/profile/amzn1.account.AGWWVOFZNLS2VRMNGGULBP7OIFHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,3.0 out of 5 stars,"They’re marked 20x30x1 but are a little larger making them not fit. The vent measures accurately, these are a half inch larger on all sides. I had to crinkle the edges to get them to fit. Manufacturer is too big to care and charge it, choose another brand. I’ve used 3M in the past and they fit better.",The measurement is way off,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,5942700
Dayton Holt,/gp/profile/amzn1.account.AEVPOPLFLQ34KNUF2XUK36ETZJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,This product looked good but when it arrived it was disappointing. Quality is at a c-Price  was a a-  i do not  recommend them,Poor quality,Size: 20x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,917958
Dianna Edwards,/gp/profile/amzn1.account.AHW4KQKBWUCM6OFQA4E7N2JA4SGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,The arrows on the airflow filters were marked incorrectly,Arrows,Size: 14x20x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,38849683
Gary McM,/gp/profile/amzn1.account.AFD5HKD7OB4I66TKIKXESQCDMOZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,"I don't have any complaints aside from the cost but it seems these filters have gone up in price from all vendors and across brands. Otherwise, I'd rated the quality, fit, packaging and deliverable as all top-notch.","Solid, looks well made, fits correctly -- I'm satisfied",Size: 20x25x1Style: Without Air PurifierVerified Purchase,,1637576
DIY'er,/gp/profile/amzn1.account.AEJBBJDQBB6QLCRE3V2BNIJ7TN6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2019",3,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,"Someone in 3M's Air Filter Design and Engineering section made a dumb mistake, I had to force the filter into the return register which made several sides crumple, it's a misfit!",Overall dimensions on these 3M Filtrete filters NOT Standard versus Honeywell Filters,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,One person found this helpful,1853053
J D,/gp/profile/amzn1.account.AGPY5NMDALMUOFN2ARF3Z4HBKGRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,Cheep one month filters. Works for dusty days then toss n replace.,You get what you pay for,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,78924926
FloCoCo,/gp/profile/amzn1.account.AGSFIK7RM6HTUZRCF4QQ4FIPV3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,Great filters to place on the back of your box fans as cheap air filters and keep your fan blades and screens clean. They stay on the box fans nicely when they are are easily changed.,Perfect box-fan filters to keep your rooms cleaner,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,1651707
Francesca Colella,/gp/profile/amzn1.account.AHVMWKVQB4ENH3BTWW5EQILVFCLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=32,2.0 out of 5 stars,"They’re so flimsy that they crumple up before I can fully insert them into the filter space on my furnace, so there is about a two inch gap of unfiltered air going into my system. I knew they were too cheap to be decent!",Cheap and flimsy,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,2265571
cheesis,/gp/profile/amzn1.account.AESU5XXKOBVFEGCUJVKSB5FE2ONA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=32,4.0 out of 5 stars,"I don't know if this is the best filter in the world, {probably not the one you should buy if you have allergies) but it does the job and saves me significant money over Walmart where the only filter in the required size is a more elaborate item that costs twice as much.",Filtration moolah,Size: 12x20x1Style: Without Air PurifierVerified Purchase,,311524
