author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Katy J,/gp/profile/amzn1.account.AFUFKBY77FZ3ZI46LOQPFFRIPJBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2021",0,,2.0 out of 5 stars,Not well written and slow plot development. Arbitrary details that lend no character development. Written like someone just wants a movie deal.  Two stars instead of one because it did keep me wondering if it would pleasantly surprise me at some point but it failed in the end.,Garbage heap,Verified Purchase,,,2,6,Public,18704431
Big Deb,/gp/profile/amzn1.account.AGENJC5IUJXRBGADNAHS3I2EUDNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2021",0,,4.0 out of 5 stars,The book was a quick read and an interesting story. I enjoyed it.,Interesting story,Verified Purchase,,,87,170,Public,307995
Sew and Sew Quilter,/gp/profile/amzn1.account.AE7G7SPVAJFV3HAUL4K7CIKMGELQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,5.0 out of 5 stars,"Great read, I loved the pacing.  However, WHY did Hannah call him ""Ethan"" on his first visit to the woodshop?  Is it supposed to be foreshadowing? I read that part 3 times trying to figure out if that was an author error, or why it was in there.",Ethan?,Verified Purchase,,,16,7,Public,16547844
Amazon Customer,/gp/profile/amzn1.account.AHYKJZLNRYYSOUHYW66PEFREOPBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2021",0,,5.0 out of 5 stars,Nice light mystery.  I felt like there were enough plot twists to keep me interested.  Nice relationship building with the characters.,Good weekend read!,Verified Purchase,One person found this helpful,,1,6,Public,26074372
Amazon Customer,/gp/profile/amzn1.account.AFWSTPH3WDIRTJHSKVTJOBWARFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2021",0,,4.0 out of 5 stars,"Loved this book! It was a total page turner, I would definitely recommend it. Whoever the  ending left me with more questions then resolution. I hope they write a book from the husband’s perspective. It would explain a lot of unanswered questions. All very easy read that grabbed my attention from the very beginning!",A fun easy read that keeps your interest the entire time,Verified Purchase,,,0,3,Public,41022448
Willow,/gp/profile/amzn1.account.AEKUFJOPVGPI2HCSNSGAUWBGOTXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,4.0 out of 5 stars,Well written story but would have preferred a happier ending. It was sometimes hard to follow the story line to the end.,Good story,Verified Purchase,,,12,22,Public,20310116
Sharon Litwin,/gp/profile/amzn1.account.AHFOD2EABUQJDG5BXY45CDKUB6IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2021",0,,5.0 out of 5 stars,New author to me...now I will read all of her stories! I’m a prolific reader and wow.... this novel was incredible!,Best Book I’ve read in years!,Verified Purchase,One person found this helpful,,5,6,Public,45945682
AH,/gp/profile/amzn1.account.AEMXNRSKZ4VFXXHPIFMZVTJUPOKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2021",0,,5.0 out of 5 stars,Enjoyed this one! It was an easy read and kept me turning the pages. I recommend and will look into more books from this author.,Good Read,Verified Purchase,One person found this helpful,,1,5,Public,29265057
Gabrielle Thomas,/gp/profile/amzn1.account.AGQGDZB73ULRKMRIVWQCRYWMWWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2021",0,,5.0 out of 5 stars,Couldn't put it down.... Just read it! You won't regret it. I was captured from the first page. Amazing story!,Yes! Just yes!,Verified Purchase,One person found this helpful,,1,6,Public,35138439
Caryn Welgemoed,/gp/profile/amzn1.account.AHT5PIECGJWFE3F3V5CPFXWTG5DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2021",0,,5.0 out of 5 stars,Page turner that kept me enthralled from start to finish. The challenges of teenage parenting a reminder of not being alone in our struggles,Captivating read,Verified Purchase,One person found this helpful,,1,4,Public,26041721
Kindle Customer,/gp/profile/amzn1.account.AF3TZPGQCDXJ37I22Q5YXUUBAHZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,5.0 out of 5 stars,"Intense ,  keep turning the page to find out what's next  . Read in  a few days . Going to find another by Laura Dave .",So captures you from the beginning,Verified Purchase,One person found this helpful,,1,5,Public,25044503
Kristen,/gp/profile/amzn1.account.AEMBB2YAJFIKFLDSZ7MJ2TQUYRBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,5.0 out of 5 stars,Read it in 4 days. Great read!!,Page Turner,Verified Purchase,One person found this helpful,,2,13,Public,6952075
Megan L. Callaway,/gp/profile/amzn1.account.AGSZ35NTSYG5ERKU4KVZ2X23OD2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2021",0,,4.0 out of 5 stars,I was really into this book all the way through. I liked the storyline and the writing style. It kept me reading to find out what happened. The only reason I didn’t rate it 5 stars was because I felt the ending was a little flat. But I also kind of like the way it ended. It was just unexpected.,Good read!,Verified Purchase,,,0,3,Public,28082029
Sarah Johnson,/gp/profile/amzn1.account.AFD5FM6G5WVYTD7LG5TFVALA4L6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2021",0,,5.0 out of 5 stars,This was a quick and easy read but it was very well written. I need to know what happened next so it was hard to put down. Would recommend!,"Easy, but good read",Verified Purchase,One person found this helpful,,1,3,Public,65581397
MS,/gp/profile/amzn1.account.AH2T7NIY7GV74ASZIH4EHOPD4RAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2021",0,,5.0 out of 5 stars,"Fantastic, easy read. I couldn’t put it down!","Fantastic, easy read. I couldn’t put it down!",Verified Purchase,,,404,38,Public,558736
Joanne S,/gp/profile/amzn1.account.AEPZDYEZOVHZTXYCKL523P4BSBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,5.0 out of 5 stars,One of the better books I’ve read in a while.,Highly Recommended,Verified Purchase,,,10,41,Public,5682376
Christel Barna,/gp/profile/amzn1.account.AGJE4PDORZBI2JT4TSWQWQBYOUJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,5.0 out of 5 stars,Enjoyed all the twists and turns of this story!  What a journey!  Glad it ended how it did.,What a rollercoaster!,Verified Purchase,,,28,21,Public,1000432
Amazon Customer,/gp/profile/amzn1.account.AGSIAONIOED47GEVXVXO5JDXX6HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2021",0,,1.0 out of 5 stars,"How do I describe this book? Cliche story line, cheesy. Every point that happened was very “convenient”. Not creative. Characters weren’t believable.",So cliche,Verified Purchase,One person found this helpful,,2,2,Public,
Emily Schepers,/gp/profile/amzn1.account.AFCI3CRJO2X6DUVSEUZ4H7ZAM3BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2021",0,,5.0 out of 5 stars,"This book was so good. I wish I hadn’t read it so I could read it again. I thought the plot fit so well, there weren’t any holes. Such a great, strong female lead!",Just perfect,Verified Purchase,One person found this helpful,,1,1,Public,
Kindle Customer,/gp/profile/amzn1.account.AHXYM7HF4LKXBL4J3PFZWHTGEXKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2021",0,,5.0 out of 5 stars,Loved reading this book. Great story showing the love people have for family and what you would sacrifice to keep them safe. I couldn't put it down with all its twist and turns. Would definitely recommend everyone to read it.,Great Story,Verified Purchase,,,1,7,Public,12757753
Katie Jacobs,/gp/profile/amzn1.account.AH3SVAPOMRAGCUCNISBTEUAIIOYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,5.0 out of 5 stars,I couldn't put it down. I needed to know what happens next! I would recommend this book to all my book reading friends and family!,One if my favorites,Verified Purchase,One person found this helpful,,1,3,Public,48531512
Nicole D Quilici,/gp/profile/amzn1.account.AGRQZTROK4JWRNOGLRFUPIJJRIEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,5.0 out of 5 stars,Loved it!  I read part of it and then couldn’t put it down and so listened on audible.  The narration was fantastic!  Great summertime beach read!,Loved it!,Verified Purchase,One person found this helpful,,9,2,Public,77396690
Pretty Mommy,/gp/profile/amzn1.account.AHM6O5HQC5N2V7OFZMLDGG6UFOLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,5.0 out of 5 stars,Was captivated and read it in 3 sessions.,Twisty !,Verified Purchase,One person found this helpful,,8,10,Public,14418811
susan Martinez,/gp/profile/amzn1.account.AHJ6YGXQWAYGXTVI5YQ3KCLK6YMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,5.0 out of 5 stars,This one had such a great story with all the mystery and action to keep you wanting to turn the page.,Kept me intrigued the entire time,Verified Purchase,One person found this helpful,,1,5,Public,52967645
Snow Queen,/gp/profile/amzn1.account.AHNL4VEEIBEEUHUZO5EOREGRCHOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,5.0 out of 5 stars,Really liked the fast pace of the story.Did not get boring or lost in detail.Characters were very believable.,The Last Thing he told me,Verified Purchase,One person found this helpful,,1,3,Public,77586493
jhallor,/gp/profile/amzn1.account.AH2L3VPHJBJ7J5Q5HD6HL6E5KNKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,4.0 out of 5 stars,Laura Dave pulls you right in and it's easy to get lost in this country story.  I enjoyed it very much.,Really enjoyed this book.,Verified Purchase,,,26,17,Public,5996004
Betsy Crane,/gp/profile/amzn1.account.AGDUFMNWJ5I6IRGWBT6YN5I6NBSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,5.0 out of 5 stars,Didn’t want to put it down - didn’t want it to end. Really enjoyed this book. Highly recommend it others,Great read,Verified Purchase,One person found this helpful,,2,4,Public,21800440
Rachelincolorado,/gp/profile/amzn1.account.AEN6JDK7QHLDNVID4OQAYKC7JAPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,5.0 out of 5 stars,This book takes you in and you look forward to reading it.  It’s hard to put down.  I enjoyed the storyline and plot.,Great read.,Verified Purchase,One person found this helpful,,1,3,Public,59972133
Emmie Schulte,/gp/profile/amzn1.account.AFW2X3S2MSEA2MHX2GLL35XURD3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,5.0 out of 5 stars,This book had me from the first word. So raw and to the point. It dives into the uncomfortable truth of lives we feel to be comfortable. Loved it!!,Absolutely brilliant!!,Verified Purchase,One person found this helpful,,1,1,Public,
Amazon Customer,/gp/profile/amzn1.account.AHVK3ILGLWOMETI7HXYRYPJIH4ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,5.0 out of 5 stars,Excellent story.  I read in one day which hardly ever happens anymore!  I am looking to read more from this author.,Couldn't put it down,Verified Purchase,One person found this helpful,,1,4,Public,57925081
Madeline Barry,/gp/profile/amzn1.account.AGDSEUFQCPBZKH5OVW6NHIHCXIXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,3.0 out of 5 stars,"Characters were well developed, likable. But I didn’t care for the twist. It just didn’t go with the story. I thought it needed a better twist.",Not bad...,Verified Purchase,One person found this helpful,,1,1,Public,
Ms_Simplicity,/gp/profile/amzn1.account.AHSGA3T67AKPURP4J4NZCEGWEIWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2021",0,,4.0 out of 5 stars,Love comes in all forms. This at its core is the essence of this novel. It was an incredibly satisfying book.,A good journey of love,Verified Purchase,,,27,16,Public,5045775
Tinybit,/gp/profile/amzn1.account.AH2ZDEJ742OCWC7NIDOH4HZE577Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,5.0 out of 5 stars,Great book for a summer read.,Great,Verified Purchase,,,1,37,Public,13189138
Doing Dishes,/gp/profile/amzn1.account.AGIDVEFRYHE7ZVDGFWUPHNNX25UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,3.0 out of 5 stars,"Intriguing plot development, although the opportunities for obvious nail-biters were lackluster. It kind of sapped out at the end and turned “hallmarky.”",Decent read - kept my attention,Verified Purchase,,,4,11,Public,19637557
Mercedes,/gp/profile/amzn1.account.AGJLQ7MFRUDOBSRB5MRFPJITQKSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2021",0,,5.0 out of 5 stars,"If you’re looking for a page turner this is it. There was never a dull moment— although, the ending left me wanting more.",Read this book.,Verified Purchase,One person found this helpful,,2,2,Public,38217554
Theodore,/gp/profile/amzn1.account.AFCCBR7AQZVWZ36DUBCLZOJRVIQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,5.0 out of 5 stars,Talk about a page turner! This book had me hooked until the last second. Looking up books similar and from this author,Couldn’t put it down!,Verified Purchase,One person found this helpful,,1,2,Public,63722711
Sue Tourigny,/gp/profile/amzn1.account.AH4EOGOASWZAANNC6XO6BSB654TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,5.0 out of 5 stars,I loved this book!!!!I’m embarrassed to admit I read it in one sitting-so sorry to see it end. Looking forward to Dave’s book.,The Last Thing He Told Me,Verified Purchase,One person found this helpful,,1,1,Public,
sfrueh,/gp/profile/amzn1.account.AHUNTUVPF5B22EVBYF5YCQMEJOXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,5.0 out of 5 stars,Good book.  Quick read.,Good poolside book for a quick read,Verified Purchase,,,6,33,Public,5871626
Amazon Customer,/gp/profile/amzn1.account.AEP5QKMJ2C5L64MJ3CWTCOD2KS5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2021",0,,5.0 out of 5 stars,This is the best book I’ve read in a long while. I will think about it and it’s characters for a very long time. Good for the soul.,Speaks to the heart of a parent or anyone who has dared to love a child wholly and unselfishly. Profound. Amazing. Realistic.,Verified Purchase,One person found this helpful,,1,1,Public,
Bonnie Nelson,/gp/profile/amzn1.account.AEHOMV75AS5RC6T5RRU2S4JWOBEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2021",0,,5.0 out of 5 stars,Definitely a page turner read the book in one day. Definitely a good buy.,Worth the buy,Verified Purchase,One person found this helpful,,1,5,Public,39937347
troberson,/gp/profile/amzn1.account.AH7BEO56GPUJUD5ALONVTQXCO5RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,5.0 out of 5 stars,Kept my interest. Had to read the entire book in a day. Or a couple of hours !!! Great read,Very good,Verified Purchase,,,6,16,Public,9035257
